header	time	ax1	ay1	az1	ax2	ay2	az2
[accel]	4064	-140	128	16460	52	20	16480
[accel]	4074	-156	180	16444	68	40	16416
[accel]	4084	-240	184	16436	136	-4	16532
[accel]	4094	-232	60	16448	136	44	16396
[accel]	4104	-200	184	16248	112	-20	16392
[accel]	4114	-272	116	16436	24	-28	16420
[accel]	4124	-128	172	16228	140	48	16372
[accel]	4134	-228	172	16360	104	40	16372
[accel]	4144	-316	124	16180	236	112	16348
[accel]	4154	-256	128	16276	84	24	16388
[accel]	4164	-216	128	16328	48	140	16392
[accel]	4174	-184	144	16504	72	120	16312
[accel]	4184	-284	176	16380	124	140	16440
[accel]	4194	-168	160	16332	48	-8	16492
[accel]	4204	-248	112	16360	52	24	16504
[accel]	4214	-264	180	16332	104	-4	16312
[accel]	4224	-324	32	16432	108	104	16392
[accel]	4234	-300	152	16356	144	56	16384
[accel]	4244	-212	52	16264	120	44	16300
[accel]	4254	-252	164	16396	132	204	16376
[accel]	4264	-248	184	16520	28	56	16448
[accel]	4274	-220	124	16200	208	68	16312
[accel]	4284	-284	132	16364	52	184	16404
[accel]	4294	-296	176	16328	172	36	16452
[accel]	4304	-324	80	16416	124	108	16236
[accel]	4314	-292	152	16428	108	-20	16292
[accel]	4324	-256	76	16344	256	64	16356
[accel]	4334	-184	176	16308	8	-112	16448
[accel]	4344	-188	224	16396	76	36	16380
[accel]	4354	-236	292	16452	100	140	16368
[accel]	4364	-180	184	16228	124	56	16320
[accel]	4374	-156	228	16196	120	64	16316
[accel]	4384	-204	76	16420	128	-52	16192
[accel]	4395	-132	192	16384	180	56	16260
[accel]	4404	-292	72	16356	36	104	16340
[accel]	4414	-316	184	16576	32	104	16364
[accel]	4424	-128	164	16180	144	104	16372
[accel]	4434	-184	104	16396	260	-28	16316
[accel]	4444	-248	128	16424	108	108	16424
[accel]	4454	-212	156	16216	84	-24	16212
[accel]	4464	-316	116	16516	88	128	16476
[accel]	4474	-136	164	16472	104	80	16616
[accel]	4484	-228	156	16276	104	-16	16360
[accel]	4494	-280	156	16328	104	16	16348
[accel]	4504	-128	204	16264	-44	116	16484
[accel]	4514	-324	80	16348	88	132	16256
[accel]	4524	-260	120	16560	176	68	16396
[accel]	4534	-304	164	16572	104	16	16580
[accel]	4544	-212	152	16248	188	20	16320
[accel]	4554	-232	224	16660	240	-92	16240
[accel]	4564	-120	112	16492	0	164	16404
[accel]	4574	-260	208	16404	236	112	16444
[accel]	4584	-300	160	16164	80	80	16364
[accel]	4594	-184	224	16468	88	-172	16380
[accel]	4604	-316	156	16440	-36	-128	16732
[accel]	4614	-240	200	16468	20	52	16508
[accel]	4624	-204	248	16140	108	64	16312
[accel]	4634	-200	240	16296	24	236	16336
[accel]	4644	-220	184	16312	100	132	16384
[accel]	4654	-316	168	16452	132	68	16508
[accel]	4664	-216	192	16532	184	36	16468
[accel]	4674	-296	60	16480	48	20	16392
[accel]	4684	-196	128	16448	120	40	16560
[accel]	4694	-272	164	16460	44	-16	16496
[accel]	4704	-220	120	16432	168	52	16424
[accel]	4714	-220	168	16504	108	-8	16332
[accel]	4724	-168	192	16352	104	20	16348
[accel]	4734	-228	116	16396	84	-16	16340
[accel]	4744	-252	200	16368	252	-4	16280
[accel]	4754	-264	196	16284	308	20	16256
[accel]	4764	-216	88	16292	28	40	16436
[accel]	4774	-268	68	16484	324	24	16412
[accel]	4784	-148	180	16396	0	-28	16688
[accel]	4794	-296	152	16516	20	88	16488
[accel]	4804	-132	156	16416	64	68	16576
[accel]	4814	-276	124	16204	-20	140	16376
[accel]	4824	-228	144	16588	112	108	16644
[accel]	4834	-220	228	16268	132	160	16368
[accel]	4844	-264	208	16356	176	68	16324
[accel]	4854	-288	108	16536	188	20	16300
[accel]	4864	-164	192	16236	-16	0	16524
[accel]	4874	-304	132	16364	88	24	16476
[accel]	4884	-348	224	16396	108	20	16352
[accel]	4894	-196	184	16212	40	-40	16484
[accel]	4904	-212	172	16520	88	-4	16448
[accel]	4914	-212	180	16308	140	96	16444
[accel]	4924	-96	120	16220	140	16	16368
[accel]	4934	-196	60	16180	128	60	16332
[accel]	4944	-352	152	16452	84	0	16360
[accel]	4954	-316	176	16552	264	52	16396
[accel]	4964	-332	228	16348	-44	84	16536
[accel]	4974	-268	140	16380	40	96	16300
[accel]	4984	-192	84	16316	104	76	16340
[accel]	4994	-320	172	16388	72	8	16524
[accel]	5004	-260	292	16540	4	28	16444
[accel]	5014	-368	148	16344	104	116	16500
[accel]	5024	-316	36	16296	44	-20	16380
[accel]	5035	-244	172	16164	76	-52	16488
[accel]	5044	-248	192	16344	164	92	16400
[accel]	5054	-212	216	16348	44	108	16448
[accel]	5064	-92	228	16348	128	36	16484
[accel]	5074	-224	144	16284	116	92	16424
[accel]	5084	-232	124	16400	216	8	16432
[accel]	5094	-192	296	16420	88	136	16260
[accel]	5104	-264	176	16332	168	88	16368
[accel]	5114	-232	160	16288	8	200	16500
[accel]	5124	-240	280	16372	60	32	16356
[accel]	5134	-264	152	16456	60	184	16408
[accel]	5144	-220	76	16476	188	80	16232
[accel]	5154	-232	128	16352	136	112	16312
[accel]	5164	-272	120	16388	-68	172	16356
[accel]	5174	-188	184	16292	100	40	16316
[accel]	5184	-252	252	16220	84	40	16432
[accel]	5194	-272	232	16288	84	96	16320
[accel]	5204	-184	100	16412	156	-44	16412
[accel]	5214	-264	112	16468	124	-40	16356
[accel]	5224	-316	180	16304	164	20	16352
[accel]	5234	-232	120	16436	92	20	16520
[accel]	5244	-196	176	16416	100	16	16392
[accel]	5254	-308	192	16324	76	56	16352
[accel]	5264	-296	108	16412	96	80	16284
[accel]	5274	-156	128	16340	136	68	16300
[accel]	5284	-216	140	16452	128	132	16368
[accel]	5294	-260	256	16336	80	84	16372
[accel]	5304	-348	204	16564	-16	128	16580
[accel]	5314	-220	188	16392	20	40	16488
[accel]	5324	-168	160	16436	132	-36	16356
[accel]	5334	-212	136	16280	96	56	16388
[accel]	5344	-260	16	16244	80	76	16192
[accel]	5354	-220	96	16368	124	60	16264
[accel]	5364	-204	236	16344	132	52	16384
[accel]	5374	-352	32	16276	72	172	16304
[accel]	5384	-192	152	16368	168	32	16264
[accel]	5394	-172	208	16388	164	-32	16296
[accel]	5404	-228	100	16536	108	72	16256
[accel]	5414	-180	120	16208	204	144	16308
[accel]	5424	-252	200	16288	20	0	16356
[accel]	5434	-376	104	16568	8	-16	16500
[accel]	5444	-204	168	16124	268	52	16336
[accel]	5454	-68	140	16100	272	28	16244
[accel]	5464	-252	140	16344	248	-72	16264
[accel]	5474	-116	184	16284	196	80	16392
[accel]	5484	-228	184	16276	148	164	16264
[accel]	5494	-268	316	16384	232	96	16268
[accel]	5504	-168	104	16392	-8	140	16556
[accel]	5514	-228	224	16448	44	-4	16320
[accel]	5524	-132	140	16264	204	44	16144
[accel]	5534	-288	136	16476	64	16	16620
[accel]	5544	-172	140	16352	148	16	16304
[accel]	5554	-356	212	16368	120	44	16432
[accel]	5564	-336	148	16388	24	112	16420
[accel]	5574	-184	120	16428	168	76	16272
