ax	ay	az
-0.068573	9.673187	1.3958435
-0.06378174	9.673187	1.3958435
-0.059005737	9.675583	1.386261
-0.059005737	9.675583	1.381485
-0.061401367	9.675583	1.3742981
-0.06617737	9.673187	1.3671265
-0.06617737	9.673187	1.3623352
-0.068573	9.675583	1.3551636
-0.06617737	9.677963	1.3599396
-0.061401367	9.677963	1.3766937
-0.059005737	9.677963	1.3838806
-0.061401367	9.677963	1.3790894
-0.056610107	9.675583	1.3790894
-0.059005737	9.677963	1.3742981
-0.059005737	9.680359	1.3647308
-0.056610107	9.680359	1.3599396
-0.059005737	9.680359	1.3575592
-0.059005737	9.680359	1.3551636
-0.056610107	9.677963	1.352768
-0.054214478	9.680359	1.3551636
-0.059005737	9.680359	1.3551636
-0.061401367	9.680359	1.3503723
-0.06617737	9.680359	1.3432007
-0.07096863	9.677963	1.345581
-0.07574463	9.680359	1.3432007
-0.08532715	9.6827545	1.3312378
-0.08772278	9.68515	1.3168793
-0.08532715	9.687546	1.3001251
-0.07574463	9.689941	1.278595
-0.068573	9.692322	1.2690125
-0.061401367	9.689941	1.2594452
-0.056610107	9.689941	1.2546539
-0.061401367	9.692322	1.2570496
-0.06378174	9.692322	1.2714081
-0.061401367	9.68515	1.2977295
-0.056610107	9.677963	1.3240509
-0.049438477	9.677963	1.3479767
-0.049438477	9.677963	1.3671265
-0.047042847	9.670792	1.3790894
-0.047042847	9.668396	1.3958435
-0.037460327	9.666	1.4293365
-0.035079956	9.666	1.4532623
-0.037460327	9.668396	1.4580536
-0.039855957	9.670792	1.4508667
-0.049438477	9.673187	1.4269409
-0.059005737	9.675583	1.3958435
-0.061401367	9.677963	1.3647308
-0.06617737	9.680359	1.340805
-0.068573	9.68515	1.3192749
-0.07096863	9.68515	1.312088
-0.07096863	9.687546	1.3096924
-0.061401367	9.687546	1.3192749
-0.059005737	9.6827545	1.340805
-0.051818848	9.680359	1.3479767
-0.059005737	9.6827545	1.340805
-0.068573	9.6827545	1.3288422
-0.068573	9.6827545	1.3192749
-0.07814026	9.68515	1.3025208
-0.08532715	9.687546	1.2857666
-0.08532715	9.692322	1.283371
-0.08532715	9.689941	1.283371
-0.08053589	9.687546	1.2905579
-0.07336426	9.687546	1.2929535
-0.07336426	9.68515	1.2905579
-0.07336426	9.68515	1.2977295
-0.06378174	9.680359	1.3216553
-0.054214478	9.673187	1.3575592
-0.049438477	9.670792	1.3934479
-0.042251587	9.666	1.4197693
-0.030288696	9.661224	1.4412994
-0.023117065	9.658829	1.4676208
-0.027893066	9.656433	1.4724121
-0.035079956	9.658829	1.4508667
-0.044647217	9.66362	1.4125824
-0.056610107	9.668396	1.3719025
-0.061401367	9.677963	1.3312378
-0.07336426	9.6827545	1.2905579
-0.08053589	9.68515	1.2522736
-0.08772278	9.692322	1.2307281
-0.09249878	9.694717	1.2211609
-0.09489441	9.694717	1.2187653
-0.09729004	9.692322	1.2283325
-0.09249878	9.692322	1.2355194
-0.09010315	9.692322	1.2450867
-0.09010315	9.687546	1.2594452
-0.08772278	9.687546	1.278595
-0.08293152	9.6827545	1.312088
-0.07814026	9.680359	1.3479767
-0.068573	9.673187	1.3886566
-0.059005737	9.668396	1.4221649
-0.056610107	9.666	1.4436951
-0.054214478	9.666	1.4460907
-0.054214478	9.666	1.4508667
-0.059005737	9.66362	1.4508667
-0.061401367	9.666	1.4436951
-0.068573	9.668396	1.4245453
-0.07096863	9.673187	1.4054108
-0.07574463	9.675583	1.3838806
-0.07336426	9.675583	1.3671265
-0.07336426	9.675583	1.3623352
-0.07574463	9.680359	1.352768
-0.07814026	9.6827545	1.3432007
-0.07336426	9.680359	1.345581
-0.07096863	9.677963	1.3623352
-0.07096863	9.675583	1.3742981
-0.06617737	9.673187	1.386261
-0.061401367	9.668396	1.4054108
-0.056610107	9.668396	1.414978
-0.054214478	9.668396	1.4173737
-0.051818848	9.670792	1.4293365
-0.061401367	9.668396	1.4221649
-0.06617737	9.670792	1.4054108
-0.07336426	9.670792	1.3982239
-0.07574463	9.675583	1.3886566
-0.07814026	9.675583	1.3766937
-0.08053589	9.677963	1.3719025
-0.07336426	9.675583	1.3695221
-0.068573	9.675583	1.3695221
-0.06617737	9.677963	1.3742981
-0.068573	9.675583	1.381485
-0.06617737	9.673187	1.3934479
-0.06378174	9.670792	1.410202
-0.07096863	9.670792	1.4173737
-0.068573	9.670792	1.4173737
-0.06617737	9.668396	1.4125824
-0.06617737	9.670792	1.4054108
-0.06378174	9.673187	1.4006195
-0.061401367	9.673187	1.4125824
-0.059005737	9.668396	1.4245453
-0.056610107	9.666	1.4365082
-0.056610107	9.66362	1.4532623
-0.054214478	9.666	1.455658
-0.051818848	9.668396	1.4604492
-0.056610107	9.666	1.4484863
-0.061401367	9.666	1.4317322
-0.06378174	9.666	1.4245453
-0.06378174	9.670792	1.4221649
-0.06378174	9.670792	1.4221649
-0.061401367	9.668396	1.4269409
-0.059005737	9.668396	1.4341278
-0.061401367	9.666	1.4365082
-0.06378174	9.666	1.4341278
-0.068573	9.668396	1.4412994
-0.068573	9.666	1.4436951
-0.061401367	9.666	1.4412994
-0.061401367	9.668396	1.4341278
-0.056610107	9.670792	1.4197693
-0.054214478	9.670792	1.4006195
-0.061401367	9.677963	1.3742981
-0.068573	9.680359	1.352768
-0.07574463	9.6827545	1.340805
-0.07814026	9.680359	1.345581
-0.07814026	9.675583	1.3719025
-0.07096863	9.670792	1.414978
-0.061401367	9.66362	1.4676208
-0.056610107	9.656433	1.5154724
-0.061401367	9.654037	1.5298309
-0.07336426	9.656433	1.5106964
-0.07574463	9.661224	1.489151
-0.06617737	9.66362	1.489151
-0.051818848	9.656433	1.513092
-0.037460327	9.651657	1.5465851
-0.025497437	9.64447	1.5800781
-0.015930176	9.642075	1.6135864
-0.018325806	9.639679	1.6303406
-0.015930176	9.637299	1.6231537
-0.015930176	9.639679	1.6063995
-0.023117065	9.642075	1.587265
-0.030288696	9.649261	1.5537567
-0.037460327	9.654037	1.513092
-0.042251587	9.658829	1.484375
-0.049438477	9.66362	1.455658
-0.051818848	9.668396	1.4293365
-0.054214478	9.670792	1.4245453
-0.049438477	9.668396	1.4341278
-0.037460327	9.66362	1.455658
-0.027893066	9.658829	1.4867706
-0.025497437	9.654037	1.5059052
-0.018325806	9.646866	1.5346222
-0.023117065	9.642075	1.5513763
-0.032684326	9.64447	1.5441895
-0.047042847	9.646866	1.5322266
-0.056610107	9.651657	1.5250549
-0.061401367	9.651657	1.5154724
-0.06617737	9.651657	1.5059052
-0.06378174	9.651657	1.5011292
-0.056610107	9.651657	1.5011292
-0.051818848	9.651657	1.5035095
-0.049438477	9.654037	1.5083008
-0.042251587	9.651657	1.5202637
-0.047042847	9.656433	1.5250549
-0.047042847	9.656433	1.5202637
-0.051818848	9.656433	1.5154724
-0.051818848	9.654037	1.5202637
-0.047042847	9.654037	1.5202637
-0.042251587	9.654037	1.5226593
-0.039855957	9.651657	1.5202637
-0.037460327	9.654037	1.517868
-0.042251587	9.654037	1.5083008
-0.049438477	9.656433	1.4915466
-0.049438477	9.656433	1.4724121
-0.051818848	9.661224	1.4532623
-0.049438477	9.66362	1.4293365
-0.044647217	9.66362	1.4125824
-0.039855957	9.66362	1.386261
-0.039855957	9.668396	1.3623352
-0.044647217	9.673187	1.3384094
-0.049438477	9.675583	1.312088
-0.049438477	9.675583	1.3049164
-0.049438477	9.675583	1.3216553
-0.051818848	9.670792	1.3551636
-0.047042847	9.668396	1.3934479
-0.047042847	9.666	1.4365082
-0.051818848	9.661224	1.4676208
-0.056610107	9.656433	1.4771881
-0.059005737	9.658829	1.4771881
-0.059005737	9.661224	1.4724121
-0.061401367	9.66362	1.4652252
-0.056610107	9.666	1.4676208
-0.054214478	9.66362	1.4700165
-0.061401367	9.666	1.4532623
-0.06378174	9.668396	1.4341278
-0.06617737	9.668396	1.4269409
-0.061401367	9.668396	1.4197693
-0.06378174	9.668396	1.4221649
-0.06378174	9.666	1.4245453
-0.06617737	9.668396	1.4269409
-0.06378174	9.668396	1.4484863
-0.068573	9.661224	1.4604492
-0.068573	9.661224	1.4628296
-0.07096863	9.66362	1.4652252
-0.07336426	9.666	1.4532623
-0.07814026	9.668396	1.4293365
-0.08293152	9.673187	1.4054108
-0.08053589	9.673187	1.3910522
-0.07574463	9.673187	1.3790894
-0.07336426	9.675583	1.3671265
-0.08293152	9.677963	1.3551636
-0.08532715	9.680359	1.340805
-0.09010315	9.6827545	1.3336182
-0.09249878	9.6827545	1.3264465
-0.09249878	9.6827545	1.3312378
-0.09010315	9.680359	1.3336182
-0.08532715	9.680359	1.3312378
-0.07574463	9.677963	1.3479767
-0.06617737	9.677963	1.3647308
-0.059005737	9.675583	1.3766937
-0.059005737	9.675583	1.3910522
-0.06378174	9.677963	1.3910522
-0.07336426	9.675583	1.3790894
-0.07336426	9.677963	1.3551636
-0.08293152	9.677963	1.3312378
-0.08532715	9.6827545	1.3049164
-0.08053589	9.68515	1.2809753
-0.07814026	9.68515	1.278595
-0.07096863	9.68515	1.278595
-0.068573	9.6827545	1.278595
-0.061401367	9.687546	1.2761993
-0.068573	9.689941	1.2690125
-0.07336426	9.689941	1.2546539
-0.08293152	9.692322	1.2450867
-0.09010315	9.692322	1.2355194
-0.08293152	9.694717	1.2235565
-0.07814026	9.694717	1.2355194
-0.07336426	9.692322	1.2450867
-0.07096863	9.692322	1.2474823
-0.07336426	9.692322	1.2450867
-0.08053589	9.692322	1.2474823
-0.08293152	9.692322	1.2474823
-0.09010315	9.694717	1.2355194
-0.09489441	9.697113	1.2163696
-0.09010315	9.697113	1.2115936
-0.07574463	9.692322	1.2403107
-0.06617737	9.687546	1.2618408
-0.068573	9.689941	1.2594452
-0.07336426	9.689941	1.2594452
-0.07814026	9.689941	1.2618408
-0.07814026	9.687546	1.2594452
-0.08053589	9.687546	1.2546539
-0.08772278	9.689941	1.2403107
-0.08293152	9.689941	1.242691
-0.08293152	9.68515	1.2594452
-0.08293152	9.687546	1.2594452
-0.08772278	9.687546	1.2570496
-0.08053589	9.687546	1.2690125
-0.068573	9.6827545	1.2953339
-0.059005737	9.677963	1.3144836
-0.047042847	9.675583	1.3240509
-0.044647217	9.673187	1.3216553
-0.051818848	9.677963	1.3025208
-0.059005737	9.677963	1.2761993
-0.06617737	9.6827545	1.242691
-0.07574463	9.687546	1.2163696
-0.08053589	9.692322	1.1972351
-0.08532715	9.692322	1.1924438
-0.08293152	9.689941	1.1948395
-0.08053589	9.692322	1.2044067
-0.07574463	9.68515	1.2259521
-0.07096863	9.68515	1.2522736
-0.06617737	9.6827545	1.2761993
-0.06617737	9.680359	1.3049164
-0.06378174	9.675583	1.3240509
-0.06378174	9.673187	1.3312378
-0.06378174	9.675583	1.3312378
-0.06617737	9.675583	1.3168793
-0.068573	9.677963	1.283371
-0.07814026	9.687546	1.2307281
-0.08532715	9.694717	1.1852722
-0.09249878	9.697113	1.1589508
-0.09249878	9.699509	1.1493835
-0.08772278	9.697113	1.1685181
-0.07574463	9.692322	1.2163696
-0.061401367	9.68515	1.2857666
-0.059005737	9.675583	1.3432007
-0.059005737	9.670792	1.3766937
-0.054214478	9.668396	1.4006195
-0.056610107	9.666	1.4054108
-0.054214478	9.666	1.4078064
-0.047042847	9.666	1.4197693
-0.047042847	9.666	1.4125824
-0.056610107	9.673187	1.3958435
-0.06378174	9.675583	1.3886566
-0.068573	9.673187	1.3766937
-0.07096863	9.675583	1.3575592
-0.06617737	9.675583	1.345581
-0.059005737	9.677963	1.340805
-0.056610107	9.680359	1.3240509
-0.059005737	9.680359	1.3025208
-0.051818848	9.680359	1.3001251
-0.042251587	9.675583	1.3192749
-0.042251587	9.680359	1.3312378
-0.049438477	9.677963	1.3360138
-0.054214478	9.675583	1.352768
-0.049438477	9.677963	1.3695221
-0.047042847	9.675583	1.3790894
-0.042251587	9.670792	1.3766937
-0.035079956	9.670792	1.3695221
-0.039855957	9.668396	1.3742981
-0.042251587	9.670792	1.3695221
-0.044647217	9.675583	1.352768
-0.051818848	9.6827545	1.3432007
-0.056610107	9.6827545	1.3360138
-0.061401367	9.680359	1.3288422
-0.06617737	9.6827545	1.3216553
-0.06617737	9.6827545	1.3168793
-0.06617737	9.6827545	1.3192749
-0.06617737	9.6827545	1.3216553
-0.06378174	9.6827545	1.3240509
-0.061401367	9.6827545	1.3336182
-0.06378174	9.68515	1.340805
-0.068573	9.680359	1.3479767
-0.061401367	9.677963	1.3647308
-0.059005737	9.675583	1.381485
-0.061401367	9.675583	1.3958435
-0.06617737	9.673187	1.4125824
-0.06378174	9.670792	1.4389038
-0.056610107	9.670792	1.455658
-0.051818848	9.670792	1.4628296
-0.047042847	9.666	1.4628296
-0.042251587	9.668396	1.4460907
-0.047042847	9.673187	1.4173737
-0.051818848	9.673187	1.4006195
-0.044647217	9.670792	1.4054108
-0.044647217	9.670792	1.4125824
-0.044647217	9.670792	1.4245453
-0.042251587	9.666	1.4484863
-0.047042847	9.661224	1.4676208
-0.047042847	9.661224	1.4652252
-0.047042847	9.661224	1.4484863
-0.051818848	9.666	1.4293365
-0.056610107	9.668396	1.4125824
-0.06378174	9.668396	1.410202
-0.06378174	9.670792	1.414978
-0.051818848	9.670792	1.4173737
-0.044647217	9.668396	1.4173737
-0.044647217	9.666	1.4125824
-0.042251587	9.670792	1.414978
-0.042251587	9.668396	1.414978
-0.051818848	9.670792	1.4125824
-0.051818848	9.673187	1.4054108
-0.049438477	9.670792	1.4054108
-0.051818848	9.668396	1.4125824
-0.054214478	9.668396	1.4078064
-0.054214478	9.666	1.4078064
-0.049438477	9.666	1.414978
-0.047042847	9.66362	1.4197693
-0.049438477	9.661224	1.4245453
-0.047042847	9.658829	1.4293365
-0.051818848	9.658829	1.4365082
-0.054214478	9.658829	1.4389038
-0.056610107	9.661224	1.4197693
-0.06378174	9.666	1.3934479
-0.07096863	9.673187	1.3623352
-0.07574463	9.680359	1.3192749
-0.07814026	9.6827545	1.2881622
-0.07574463	9.6827545	1.2714081
-0.08053589	9.680359	1.278595
-0.08053589	9.680359	1.2953339
-0.07814026	9.680359	1.3072968
-0.07574463	9.680359	1.3216553
-0.061401367	9.675583	1.3479767
-0.051818848	9.668396	1.3695221
-0.051818848	9.668396	1.3838806
-0.054214478	9.668396	1.3838806
-0.061401367	9.668396	1.3742981
-0.068573	9.673187	1.3695221
-0.07574463	9.677963	1.3575592
-0.08293152	9.680359	1.340805
-0.08532715	9.680359	1.3240509
-0.08293152	9.6827545	1.312088
-0.07814026	9.68515	1.2977295
-0.07096863	9.68515	1.2857666
-0.056610107	9.6827545	1.2881622
-0.051818848	9.687546	1.2857666
-0.044647217	9.68515	1.2761993
-0.047042847	9.6827545	1.283371
-0.044647217	9.6827545	1.283371
-0.047042847	9.68515	1.2690125
-0.054214478	9.687546	1.2522736
-0.056610107	9.687546	1.2403107
-0.059005737	9.689941	1.2307281
-0.056610107	9.692322	1.2331238
-0.056610107	9.692322	1.2450867
-0.056610107	9.692322	1.2594452
-0.059005737	9.692322	1.2690125
-0.061401367	9.687546	1.2809753
-0.06617737	9.687546	1.2857666
-0.068573	9.689941	1.2881622
-0.06617737	9.689941	1.2977295
-0.06617737	9.689941	1.3001251
-0.06378174	9.687546	1.2929535
-0.059005737	9.68515	1.3001251
-0.056610107	9.680359	1.3096924
-0.061401367	9.680359	1.3072968
-0.06617737	9.6827545	1.312088
-0.059005737	9.68515	1.3240509
-0.051818848	9.6827545	1.340805
-0.044647217	9.677963	1.3695221
-0.032684326	9.677963	1.386261
-0.027893066	9.675583	1.3982239
-0.023117065	9.675583	1.3982239
-0.030288696	9.675583	1.3910522
-0.037460327	9.675583	1.3671265
-0.051818848	9.677963	1.3288422
-0.07574463	9.6827545	1.2929535
-0.08532715	9.687546	1.2618408
-0.09010315	9.689941	1.2355194
-0.09729004	9.694717	1.2187653
-0.09489441	9.697113	1.2211609
-0.08293152	9.689941	1.2474823
-0.07096863	9.689941	1.2881622
-0.06617737	9.6827545	1.3192749
-0.054214478	9.677963	1.3575592
-0.049438477	9.673187	1.4006195
-0.039855957	9.66362	1.4293365
-0.044647217	9.66362	1.4221649
-0.049438477	9.670792	1.3934479
-0.06378174	9.675583	1.3551636
-0.068573	9.680359	1.3072968
-0.07336426	9.68515	1.2570496
-0.09249878	9.692322	1.2068024
-0.10446167	9.699509	1.1613464
-0.1068573	9.704285	1.1254425
-0.10446167	9.70668	1.0967407
-0.10446167	9.709076	1.0847778
-0.09729004	9.70668	1.0967407
-0.08532715	9.704285	1.1206665
-0.08053589	9.699509	1.1517639
-0.07574463	9.699509	1.175705
-0.068573	9.694717	1.1900482
-0.06378174	9.694717	1.2187653
-0.06617737	9.692322	1.2283325
-0.07336426	9.694717	1.2163696
-0.07814026	9.697113	1.2020264
-0.08053589	9.699509	1.1780853
-0.08772278	9.701904	1.1637268
-0.10206604	9.701904	1.139801
-0.10446167	9.704285	1.1158752
-0.10446167	9.70668	1.1158752
-0.10446167	9.709076	1.1230621
-0.09968567	9.704285	1.1374054
-0.08532715	9.699509	1.1661224
-0.07574463	9.697113	1.1828766
-0.06617737	9.694717	1.1780853
-0.07096863	9.697113	1.1685181
-0.07336426	9.701904	1.1517639
-0.068573	9.704285	1.1254425
-0.07574463	9.709076	1.0967407
-0.08532715	9.709076	1.0847778
-0.09489441	9.711472	1.0704193
-0.09729004	9.713867	1.0584564
-0.09249878	9.716263	1.0512695
-0.08532715	9.716263	1.0512695
-0.07814026	9.713867	1.0560608
-0.07336426	9.713867	1.0536652
-0.07574463	9.711472	1.0536652
-0.08053589	9.709076	1.0584564
-0.08532715	9.70668	1.0751953
-0.09010315	9.70668	1.0680237
-0.09010315	9.711472	1.0560608
-0.09010315	9.711472	1.0488739
-0.08772278	9.713867	1.0345154
-0.08532715	9.716263	1.0129852
-0.08293152	9.716263	0.9986267
-0.08053589	9.713867	0.98905945
-0.07574463	9.718643	0.98187256
-0.07574463	9.718643	0.98905945
-0.08053589	9.716263	0.9962311
-0.08532715	9.718643	0.9914551
-0.09249878	9.718643	0.98905945
-0.09968567	9.718643	0.9866638
-0.10925293	9.716263	0.9675293
-0.11164856	9.718643	0.9459839
-0.11404419	9.721039	0.934021
-0.11404419	9.721039	0.9220581
-0.1068573	9.72583	0.91726685
-0.1068573	9.72583	0.91726685
-0.10925293	9.723434	0.9196625
-0.11164856	9.723434	0.9196625
-0.11404419	9.721039	0.91726685
-0.10925293	9.721039	0.92445374
-0.1068573	9.721039	0.9483795
-0.1068573	9.721039	0.95555115
-0.10206604	9.723434	0.9531708
-0.10446167	9.721039	0.95077515
