ax	ay	az
-0.11164856	9.721039	0.9412079
-0.11404419	9.721039	0.92445374
-0.11164856	9.723434	0.90530396
-0.11404419	9.72583	0.88856506
-0.11404419	9.72583	0.8766022
-0.11164856	9.72583	0.8694153
-0.10925293	9.728226	0.8694153
-0.10925293	9.728226	0.86701965
-0.10446167	9.728226	0.8694153
-0.10206604	9.72583	0.87420654
-0.10206604	9.721039	0.8813782
-0.09729004	9.718643	0.90530396
-0.09729004	9.721039	0.9148865
-0.10206604	9.721039	0.9196625
-0.10925293	9.718643	0.93162537
-0.11404419	9.716263	0.9412079
-0.11642456	9.718643	0.95077515
-0.12121582	9.716263	0.95555115
-0.12121582	9.721039	0.9459839
-0.11882019	9.721039	0.93881226
-0.11642456	9.718643	0.95077515
-0.11164856	9.716263	0.96273804
-0.10925293	9.716263	0.9747009
-0.11164856	9.713867	0.9794922
-0.10925293	9.716263	0.9794922
-0.10925293	9.721039	0.9794922
-0.11164856	9.721039	0.9842682
-0.11164856	9.718643	0.98905945
-0.10925293	9.718643	0.9938507
-0.11404419	9.716263	1.0153809
-0.11404419	9.713867	1.0393066
-0.11404419	9.711472	1.0608368
-0.11882019	9.709076	1.0680237
-0.11642456	9.711472	1.065628
-0.11642456	9.711472	1.0464783
-0.12121582	9.716263	1.0201721
-0.12361145	9.718643	0.9938507
-0.12361145	9.718643	0.9794922
-0.12600708	9.716263	0.9866638
-0.12361145	9.713867	1.0129852
-0.11164856	9.709076	1.0536652
-0.10925293	9.704285	1.0943451
-0.10446167	9.701904	1.1254425
-0.09968567	9.699509	1.1469879
-0.10206604	9.694717	1.1661224
-0.10206604	9.697113	1.1685181
-0.10446167	9.701904	1.1589508
-0.1068573	9.704285	1.135025
-0.1068573	9.709076	1.1158752
-0.11164856	9.711472	1.1015167
-0.10206604	9.713867	1.0895538
-0.10206604	9.713867	1.0799866
-0.09968567	9.713867	1.0704193
-0.09729004	9.716263	1.0560608
-0.09729004	9.716263	1.0488739
-0.10206604	9.716263	1.0512695
-0.10925293	9.721039	1.0560608
-0.11164856	9.721039	1.0632324
-0.11164856	9.723434	1.0680237
-0.11164856	9.721039	1.065628
-0.10446167	9.721039	1.065628
-0.09968567	9.716263	1.077591
-0.09968567	9.709076	1.106308
-0.10206604	9.701904	1.1421967
-0.1068573	9.697113	1.1876678
-0.10925293	9.689941	1.2259521
-0.1068573	9.68515	1.283371
-0.09010315	9.675583	1.3671265
-0.068573	9.66362	1.4389038
-0.06378174	9.656433	1.4771881
-0.061401367	9.656433	1.4915466
-0.06378174	9.656433	1.484375
-0.07096863	9.658829	1.4604492
-0.07814026	9.66362	1.414978
-0.08293152	9.670792	1.3695221
-0.08532715	9.677963	1.3168793
-0.08772278	9.68515	1.2618408
-0.09249878	9.692322	1.2068024
-0.09489441	9.699509	1.1517639
-0.09968567	9.704285	1.106308
-0.10206604	9.70668	1.0704193
-0.1068573	9.709076	1.0393066
-0.10446167	9.709076	1.0201721
-0.09968567	9.709076	1.0129852
-0.09729004	9.711472	1.0010223
-0.09729004	9.713867	0.9962311
-0.09729004	9.713867	1.0010223
-0.10206604	9.709076	1.0129852
-0.09729004	9.70668	1.036911
-0.10206604	9.70668	1.0512695
-0.09968567	9.704285	1.0632324
-0.09249878	9.701904	1.0919495
-0.08772278	9.701904	1.1182709
-0.09489441	9.699509	1.1230621
-0.09729004	9.699509	1.1206665
-0.10206604	9.699509	1.1182709
-0.09968567	9.701904	1.1087036
-0.10446167	9.704285	1.0967407
-0.10206604	9.709076	1.077591
-0.09968567	9.711472	1.0704193
-0.09729004	9.709076	1.0704193
-0.09489441	9.711472	1.0608368
-0.09489441	9.713867	1.0488739
-0.09729004	9.711472	1.0440979
-0.09968567	9.711472	1.0345154
-0.10446167	9.716263	1.0201721
-0.10206604	9.716263	1.0153809
-0.10446167	9.713867	1.0153809
-0.10206604	9.716263	1.0058136
-0.09729004	9.716263	0.9986267
-0.09489441	9.713867	1.0058136
-0.09249878	9.713867	1.0153809
-0.09249878	9.711472	1.0225525
-0.09249878	9.711472	1.0273438
-0.09010315	9.711472	1.0201721
-0.09010315	9.713867	1.0105896
-0.09489441	9.713867	1.0010223
-0.09729004	9.713867	0.98905945
-0.10206604	9.711472	0.98187256
-0.09968567	9.716263	0.9675293
-0.09968567	9.718643	0.95555115
-0.10206604	9.718643	0.93881226
-0.10446167	9.718643	0.92445374
-0.10925293	9.72583	0.90052795
-0.10925293	9.728226	0.88616943
-0.10446167	9.728226	0.8813782
-0.10206604	9.730606	0.8718109
-0.10446167	9.733002	0.8574524
-0.10206604	9.735397	0.8574524
-0.09249878	9.733002	0.8718109
-0.08532715	9.728226	0.90052795
-0.07814026	9.72583	0.92684937
-0.07574463	9.72583	0.92684937
-0.08053589	9.728226	0.9220581
-0.08532715	9.72583	0.9148865
-0.09010315	9.723434	0.9148865
-0.09489441	9.723434	0.91249084
-0.09729004	9.72583	0.90530396
-0.1068573	9.723434	0.90052795
-0.10446167	9.721039	0.8957367
-0.10446167	9.721039	0.89094543
-0.10206604	9.723434	0.8813782
-0.10446167	9.72583	0.8837738
-0.10446167	9.728226	0.8837738
-0.09489441	9.728226	0.8981323
-0.09249878	9.723434	0.92684937
-0.08772278	9.723434	0.95077515
-0.08293152	9.721039	0.9675293
-0.08293152	9.718643	0.97709656
-0.08293152	9.713867	0.98905945
-0.08532715	9.713867	0.9914551
-0.08532715	9.713867	0.9842682
-0.09729004	9.713867	0.98905945
-0.09729004	9.711472	0.98905945
-0.10446167	9.713867	0.96990967
-0.10925293	9.713867	0.95077515
-0.10446167	9.718643	0.9412079
-0.11164856	9.716263	0.93881226
-0.10925293	9.718643	0.934021
-0.1068573	9.721039	0.92922974
-0.1068573	9.723434	0.93162537
-0.09968567	9.723434	0.9483795
-0.10206604	9.718643	0.9675293
-0.09729004	9.716263	0.98187256
-0.09968567	9.716263	0.9938507
-0.10206604	9.713867	1.003418
-0.10206604	9.709076	1.0129852
-0.10206604	9.704285	1.0225525
-0.10206604	9.70668	1.0249481
-0.10446167	9.70668	1.0345154
-0.10446167	9.709076	1.032135
-0.1068573	9.70668	1.0417023
-0.11164856	9.70668	1.0488739
-0.11164856	9.704285	1.0608368
-0.11642456	9.70668	1.065628
-0.12121582	9.70668	1.0488739
-0.12361145	9.70668	1.032135
-0.13078308	9.709076	1.0058136
-0.13078308	9.713867	0.9794922
-0.12838745	9.716263	0.96273804
-0.12600708	9.718643	0.9579468
-0.12121582	9.716263	0.96513367
-0.12361145	9.713867	0.9842682
-0.12600708	9.711472	1.003418
-0.12600708	9.709076	1.0273438
-0.13078308	9.704285	1.0512695
-0.13078308	9.704285	1.065628
-0.13078308	9.704285	1.0704193
-0.13078308	9.70668	1.077591
-0.12600708	9.70668	1.0799866
-0.12121582	9.70668	1.0823822
-0.1068573	9.709076	1.0895538
-0.09968567	9.711472	1.1015167
-0.09968567	9.709076	1.1230621
-0.1068573	9.704285	1.1565552
-0.11164856	9.699509	1.1828766
-0.11882019	9.699509	1.1948395
-0.11642456	9.697113	1.2020264
-0.11642456	9.692322	1.2068024
-0.11642456	9.692322	1.209198
-0.11404419	9.694717	1.2044067
-0.1068573	9.699509	1.1972351
-0.10446167	9.697113	1.1900482
-0.10925293	9.694717	1.1924438
-0.11404419	9.692322	1.2068024
-0.12361145	9.694717	1.2139893
-0.13078308	9.697113	1.2068024
-0.13796997	9.697113	1.2044067
-0.14274597	9.699509	1.1900482
-0.14274597	9.701904	1.1661224
-0.13557434	9.704285	1.135025
-0.13078308	9.709076	1.1158752
-0.13317871	9.709076	1.1110992
-0.13078308	9.709076	1.1134796
-0.13557434	9.70668	1.1278381
-0.1451416	9.704285	1.1421967
-0.14993286	9.704285	1.1565552
-0.14993286	9.701904	1.1661224
-0.15232849	9.701904	1.1780853
-0.14753723	9.701904	1.180481
-0.1451416	9.699509	1.1852722
-0.14274597	9.697113	1.1900482
-0.13796997	9.704285	1.180481
-0.13078308	9.70668	1.1637268
-0.13078308	9.70668	1.1565552
-0.13317871	9.70668	1.1565552
-0.13796997	9.70668	1.1541595
-0.14753723	9.701904	1.1541595
-0.15232849	9.701904	1.1589508
-0.15950012	9.70668	1.1589508
-0.16189575	9.70668	1.1517639
-0.16429138	9.699509	1.1493835
-0.16667175	9.68515	1.1517639
-0.19778442	9.713867	1.1972351
-0.17146301	9.728226	1.1565552
-0.15950012	9.737793	1.1134796
-0.14993286	9.744965	1.0871582
-0.14753723	9.740189	1.0680237
-0.13796997	9.740189	1.0417023
-0.13317871	9.740189	1.0177765
-0.13317871	9.740189	0.9938507
-0.13078308	9.744965	0.9579468
-0.12121582	9.74736	0.91726685
-0.12361145	9.74736	0.90530396
-0.13317871	9.742569	0.9029236
-0.1451416	9.735397	0.9100952
-0.15710449	9.730606	0.92445374
-0.16189575	9.733002	0.9148865
-0.15470886	9.733002	0.8981323
-0.15470886	9.733002	0.88616943
-0.14993286	9.733002	0.8766022
-0.14993286	9.733002	0.86701965
-0.14274597	9.733002	0.86224365
-0.13796997	9.733002	0.85505676
-0.13796997	9.735397	0.84788513
-0.1403656	9.733002	0.8454895
-0.14274597	9.733002	0.8383026
-0.14274597	9.733002	0.8215637
-0.14274597	9.735397	0.80960083
-0.1451416	9.735397	0.8072052
-0.14753723	9.733002	0.8048096
-0.14993286	9.735397	0.8048096
-0.1451416	9.733002	0.80241394
-0.1403656	9.733002	0.7952423
-0.14274597	9.730606	0.8000183
-0.1403656	9.728226	0.8048096
-0.1403656	9.730606	0.80960083
-0.13796997	9.735397	0.81199646
-0.1403656	9.735397	0.81437683
-0.14274597	9.735397	0.81437683
-0.14993286	9.730606	0.81199646
-0.15710449	9.72583	0.81199646
-0.15470886	9.72583	0.8000183
-0.14993286	9.730606	0.78567505
-0.14753723	9.730606	0.7736969
-0.14274597	9.730606	0.76412964
-0.1451416	9.735397	0.756958
-0.1451416	9.733002	0.75935364
-0.14274597	9.730606	0.756958
-0.1451416	9.733002	0.7545624
-0.14274597	9.733002	0.7497711
-0.14274597	9.733002	0.7425995
-0.1451416	9.733002	0.7378082
-0.14993286	9.733002	0.7378082
-0.15470886	9.730606	0.7234497
-0.14753723	9.733002	0.6827698
-0.13557434	9.735397	0.6444855
-0.12600708	9.737793	0.6038208
-0.10925293	9.737793	0.56074524
-0.1068573	9.737793	0.52723694
-0.10446167	9.737793	0.49853516
-0.09968567	9.740189	0.47459412
-0.09729004	9.737793	0.44589233
-0.09729004	9.742569	0.40281677
-0.09968567	9.744965	0.3669281
-0.09968567	9.744965	0.32624817
-0.09489441	9.744965	0.28556824
-0.09249878	9.742569	0.24249268
-0.09968567	9.740189	0.19943237
-0.1068573	9.735397	0.15875244
-0.10206604	9.733002	0.12284851
-0.07574463	9.735397	0.07978821
-0.09010315	9.764114	0.005615234
-0.068573	9.76889	-0.11642456
-0.07336426	9.773682	-0.18821716
-0.059005737	9.764114	-0.21214294
-0.061401367	9.754547	-0.23606873
-0.051818848	9.737793	-0.27674866
-0.06617737	9.7521515	-0.33895874
-0.051818848	9.74736	-0.38442993
-0.006362915	9.737793	-0.3820343
-0.020721436	9.7569275	-0.3557129
-0.020721436	9.74736	-0.36528015
-0.037460327	9.742569	-0.36767578
-0.042251587	9.728226	-0.37963867
-0.037460327	9.72583	-0.43945312
-0.023117065	9.721039	-0.54953
-0.006362915	9.721039	-0.64523315
0.005599976	9.721039	-0.7002716
0.039108276	9.687546	-0.7505188
-0.020721436	9.713867	-0.7840271
-0.1451416	9.704285	-0.8079529
-0.08772278	9.615753	-0.83906555
0.07739258	9.618149	-0.98501587
0.07739258	9.610977	-1.1142273
0.058242798	9.627716	-1.1812286
0.055847168	9.646866	-1.2362671
0.053466797	9.610977	-1.3200226
0.046279907	9.60379	-1.4181213
0.036712646	9.610977	-1.5186157
0.055847168	9.567902	-1.5856171
0.015182495	9.575073	-1.6502228
-0.027893066	9.527222	-1.7172241
-0.042251587	9.512863	-1.7842255
-0.047042847	9.488937	-1.8440399
-0.049438477	9.465012	-1.9062653
-0.054214478	9.450653	-1.9780426
-0.056610107	9.453049	-2.0594025
-0.056610107	9.429123	-2.1383667
-0.051818848	9.4075775	-2.2197113
-0.049438477	9.388443	-2.3034668
-0.054214478	9.393219	-2.3848267
-0.06378174	9.386047	-2.456604
-0.09249878	9.338196	-2.497284
-0.08053589	9.326233	-2.5092468
-0.10925293	9.292725	-2.5786438
-0.11642456	9.244873	-2.7389526
-0.13078308	9.180267	-2.8729553
-0.12121582	9.158722	-2.9567108
-0.12121582	9.15155	-3.0452423
-0.11404419	9.120438	-3.1313782
-0.11164856	9.082153	-3.2199097
-0.10925293	9.058228	-3.3084564
-0.11642456	9.02713	-3.396988
-0.12600708	8.998413	-3.466385
-0.07336426	9.058228	-3.5812378
-0.08772278	9.010376	-3.6434479
-0.09729004	8.972092	-3.7248077
-0.09729004	8.9266205	-3.808548
-0.11882019	8.8524475	-3.8899078
-0.068573	8.857239	-3.9784393
-0.08772278	8.771088	-4.0286865
-0.10446167	8.687347	-4.105255
-0.08293152	8.672989	-4.2201233
-0.10206604	8.613159	-4.325409
-0.11404419	8.550949	-4.3971863
-0.07096863	8.572479	-4.535965
-0.07814026	8.479172	-4.6436462
-0.08293152	8.409775	-4.7752533
-0.054214478	8.385849	-4.930786
-0.061401367	8.306885	-5.0217133
-0.07336426	8.235092	-5.119812
-0.16189575	8.306885	-5.052826
-0.20497131	8.314056	-5.1413574
-0.15950012	8.158524	-5.349533
-0.06617737	7.9982147	-5.588806
0.010391235	7.8498535	-5.7491302
0.010391235	7.732605	-5.796982
0.005599976	7.6536407	-5.842453
0.015182495	7.5938263	-5.926193
0.012786865	7.536392	-6.019516
0.012786865	7.4717865	-6.1080475
0.010391235	7.407181	-6.17984
0.010391235	7.3473663	-6.24205
0.019958496	7.273178	-6.316223
0.027145386	7.199005	-6.4071503
0.029525757	7.115265	-6.517227
0.048675537	7.0650024	-6.6296844
0.051071167	7.0123596	-6.7110443
0.039108276	6.959717	-6.7612915
0.010391235	6.923828	-6.7732544
-0.037460327	6.8352966	-6.799576
-0.039855957	6.7850494	-6.8546143
-0.049438477	6.741974	-6.8833313
-0.12600708	6.6701965	-6.94075
-0.14274597	6.6199493	-6.9383698
-0.17385864	6.557724	-6.9742584
-0.1834259	6.4811554	-7.038864
-0.1906128	6.3878326	-7.101074
-0.20974731	6.306488	-7.182434
-0.2336731	6.2227325	-7.2494354
-0.26239014	6.12941	-7.314041
-0.28153992	6.055237	-7.34993
-0.3054657	5.973877	-7.3858185
-0.30786133	5.8901367	-7.4671783
-0.23129272	5.801605	-7.479141
-0.21931458	5.6915283	-7.6203156
-0.13796997	5.583847	-7.7519226
-0.054214478	5.464203	-7.876343
-0.018325806	5.28714	-8.06778
0.012786865	5.1866455	-8.208954
8.24E-04	5.086151	-8.263992
-0.023117065	5.02153	-8.3142395
-0.08053589	4.9952087	-8.29509
-0.14753723	4.9736786	-8.247238
-0.17385864	4.9066772	-8.256805
-0.19299316	4.799011	-8.333374
-0.19778442	4.6889343	-8.371658
-0.18103027	4.5860443	-8.412338
-0.1953888	4.4711914	-8.450623
-0.21214294	4.38266	-8.464981
-0.20257568	4.2773743	-8.484131
-0.20257568	4.0691986	-8.555908
-0.18103027	4.01416	-8.610947
-0.2169342	3.9615173	-8.670761
-0.28153992	3.8466644	-8.749725
-0.35092163	3.7940216	-8.802368
-0.36528015	3.6336975	-8.871765
-0.34375	3.4638062	-8.9674835
-0.32699585	3.2891388	-9.0416565
-0.33418274	3.0450592	-9.130188
-0.32699585	2.891922	-9.204361
-0.32221985	2.7985992	-9.237869
-0.3174286	2.6981049	-9.319229
-0.30307007	2.549759	-9.414932
-0.26239014	2.4157562	-9.491501
-0.24085999	2.3343964	-9.527405
-0.23846436	2.1980133	-9.565689
-0.2336731	2.0879364	-9.577652
-0.24085999	2.004181	-9.544144
-0.25759888	1.9060822	-9.541748
-0.25282288	1.8055878	-9.522614
-0.24563599	1.7218323	-9.541748
-0.2288971	1.6261292	-9.563293
-0.22410583	1.5016937	-9.594391
-0.1834259	1.4466553	-9.615936
-0.16906738	1.3533325	-9.692505
-0.17146301	1.2360992	-9.752319
-0.1953888	1.1355896	-9.773865
-0.20974731	1.030304	-9.781036
-0.2288971	0.94177246	-9.783432
-0.24563599	0.86520386	-9.788223
-0.26478577	0.78863525	-9.785828
-0.27674866	0.73838806	-9.73558
-0.2839203	0.70010376	-9.661392
-0.27435303	0.6378937	-9.725998
-0.24803162	0.57806396	-9.759506
-0.26478577	0.5110626	-9.752319
-0.26239014	0.4416809	-9.795395
-0.26478577	0.38424683	-9.809753
-0.26239014	0.3435669	-9.814529
-0.25759888	0.30288696	-9.819321
-0.24803162	0.2669983	-9.824112
-0.24325562	0.23828125	-9.828888
-0.24803162	0.20718384	-9.826508
-0.24563599	0.15931702	-9.814529
-0.25282288	0.10429382	-9.792999
-0.25282288	0.06121826	-9.785828
-0.2552185	0.03010559	-9.778641
-0.25042725	0.00617981	-9.776245
-0.26478577	-0.077560425	-9.7690735
-0.25282288	-0.091918945	-9.766678
-0.2935028	-0.082351685	-9.754715
-0.32221985	-0.07518005	-9.752319
-0.31982422	-0.046463013	-9.749924
-0.29110718	-0.039276123	-9.752319
-0.2719574	-0.051254272	-9.766678
-0.28153992	-0.065597534	-9.757111
-0.28631592	-0.079956055	-9.749924
-0.2839203	-0.096710205	-9.749924
-0.2935028	-0.115859985	-9.737961
-0.30786133	-0.13259888	-9.721222
-0.3365631	-0.15174866	-9.675751
-0.35810852	-0.16371155	-9.658997
-0.34135437	-0.20199585	-9.6996765
-0.2935028	-0.12782288	-9.754715
-0.26957703	-0.084747314	-9.778641
-0.29110718	-0.12063599	-9.728394
-0.28153992	-0.12542725	-9.728394
-0.26239014	-0.106277466	-9.747543
-0.25759888	-0.111068726	-9.742752
-0.2552185	-0.11824036	-9.737961
-0.25042725	-0.103881836	-9.740356
-0.23846436	-0.108673096	-9.725998
-0.24085999	-0.111068726	-9.721222
-0.23606873	-0.108673096	-9.721222
-0.2336731	-0.108673096	-9.721222
-0.2336731	-0.111068726	-9.718826
-0.23129272	-0.113464355	-9.718826
-0.21704102	-0.11514282	-9.706985
-0.2078247	-0.12063599	-9.703506
-0.20687866	-0.12147522	-9.716431
-0.20628357	-0.12554932	-9.717514
-0.20532227	-0.12745667	-9.718353
-0.20722961	-0.13044739	-9.720032
-0.20544434	-0.12626648	-9.715836
-0.20388794	-0.12350464	-9.70459
-0.20484924	-0.12602234	-9.699921
-0.20401001	-0.13163757	-9.71344
-0.20413208	-0.13200378	-9.724686
-0.2046051	-0.13356018	-9.724442
-0.20149231	-0.13368225	-9.712128
-0.20198059	-0.13056946	-9.7031555
-0.20233154	-0.13427734	-9.713913
-0.20388794	-0.13571167	-9.724564
-0.20317078	-0.13212585	-9.730316
-0.20388794	-0.1292572	-9.733063
-0.20413208	-0.12948608	-9.734268
-0.20210266	-0.13356018	-9.726364
-0.20198059	-0.13475037	-9.713684
-0.2029419	-0.13223267	-9.710922
-0.20126343	-0.13284302	-9.724442
-0.20137024	-0.13368225	-9.730316
-0.20317078	-0.13200378	-9.732819
-0.20376587	-0.13020325	-9.73378
-0.20173645	-0.13319397	-9.733063
-0.20185852	-0.1355896	-9.718826
-0.19958496	-0.1340332	-9.7108
-0.20137024	-0.13391113	-9.716904
-0.20101929	-0.1340332	-9.724808
-0.20101929	-0.13272095	-9.731262
-0.19659424	-0.11764526	-9.736176
-0.20448303	-0.11824036	-9.725159
-0.2103424	-0.115982056	-9.7079315
-0.21476746	-0.11872864	-9.713684
-0.26226807	-0.1504364	-9.7322235
-0.30187988	-0.247818	-9.747543
-0.3462677	-0.5710907	-9.773987
-0.40034485	-1.6135254	-9.632797
-0.5033417	-3.0098572	-9.277344
-0.61868286	-4.4208984	-8.691711
-0.6438141	-6.0976715	-7.5091705
-0.40524292	-7.717499	-5.8737946
-0.28440857	-8.823456	-4.064102
-0.29637146	-9.475021	-2.201416
-0.34674072	-9.705688	-0.89097595
-0.34172058	-9.7612	-0.5924835
-0.29995728	-9.771606	-0.19766235
-0.30104065	-9.775085	0.21737671
-0.29229736	-9.768616	0.38128662
-0.2858429	-9.770767	0.3261261
-0.2937317	-9.755936	0.6659088
-0.28823853	-9.7426605	0.8590088
-0.3013916	-9.743851	0.8326874
-0.29577637	-9.749832	0.7747803
-0.29385376	-9.753784	0.7872162
-0.2929077	-9.756058	0.81929016
-0.28500366	-9.757492	0.79763794
-0.286438	-9.759766	0.7836304
-0.2833252	-9.761673	0.7330322
-0.29014587	-9.762634	0.74642944
-0.29577637	-9.75737	0.7906952
-0.29743958	-9.754028	0.8019409
-0.29229736	-9.750793	0.872406
-0.28907776	-9.751633	0.8812561
-0.28631592	-9.750198	0.8764801
-0.28512573	-9.75235	0.8274231
-0.28512573	-9.756424	0.8099518
-0.2853546	-9.752716	0.82107544
-0.2858429	-9.752594	0.8086395
-0.28356934	-9.754272	0.8140259
-0.28285217	-9.756775	0.83029175
-0.2827301	-9.758453	0.8222809
-0.2817688	-9.754272	0.82766724
-0.27938843	-9.7552185	0.80181885
-0.2817688	-9.755814	0.81007385
-0.282135	-9.75354	0.8046875
-0.2827301	-9.755341	0.802536
-0.28248596	-9.753433	0.8052826
-0.27793884	-9.751633	0.8005066
-0.27783203	-9.750916	0.8262329
-0.27781677	-9.751633	0.85050964
-0.2754364	-9.753662	0.8417816
-0.28297424	-9.754868	0.79930115
-0.27687073	-9.752472	0.81103516
-0.2802124	-9.754028	0.76293945
-0.27793884	-9.756775	0.769516
-0.27830505	-9.757736	0.7726288
-0.27781677	-9.753906	0.8062439
-0.27578735	-9.756897	0.8216858
-0.27723694	-9.757858	0.8155823
-0.2796173	-9.758331	0.7740631
-0.2796173	-9.760605	0.76293945
-0.27566528	-9.727219	1.1005707
-0.28404236	-9.671585	1.5651245
-0.31695557	-9.607468	1.9423676
-0.3655243	-9.447861	2.573822
-0.24731445	-8.926102	3.975296
-0.3396759	-8.11734	5.453949
-0.28907776	-7.1862793	6.6483154
-0.29122925	-6.325699	7.513214
-0.2552185	-5.5889587	8.03772
-0.20126343	-4.4790497	8.720993
-0.25090027	-3.4557495	9.230057
-0.19432068	-2.4979095	9.484543
-0.17637634	-1.5788269	9.683258
-0.13832092	-0.7891998	9.833298
-0.13520813	-0.27223206	9.849075
-0.21118164	-0.056747437	9.854584
-0.14956665	-0.029708862	9.828857
-0.16607666	-0.023010254	9.81546
-0.1695404	-0.024215698	9.810684
-0.16931152	-0.02671814	9.807083
-0.17015076	-0.02923584	9.80542
-0.17002869	-0.02204895	9.815826
-0.1647644	-0.012359619	9.836517
-0.16619873	-0.019897461	9.846817
-0.18569946	-0.034973145	9.836166
-0.19921875	-0.037368774	9.833527
-0.20257568	-0.040359497	9.831009
-0.20724487	-0.044555664	9.826828
-0.20497131	-0.048858643	9.835327
-0.20497131	-0.046463013	9.818573
-0.20497131	-0.044067383	9.823364
-0.20497131	-0.046463013	9.82814
-0.20735168	-0.044067383	9.830536
-0.20735168	-0.044067383	9.830536
-0.20974731	-0.046463013	9.830536
-0.20974731	-0.046463013	9.8329315
-0.20735168	-0.044067383	9.8329315
-0.20735168	-0.041671753	9.825745
-0.1953888	-0.044067383	9.82814
-0.1906128	-0.041671753	9.823364
-0.1906128	-0.044067383	9.820969
-0.19299316	-0.044067383	9.823364
-0.1906128	-0.044067383	9.823364
-0.19299316	-0.041671753	9.82814
-0.1953888	-0.039276123	9.830536
-0.19778442	-0.039276123	9.835327
-0.19778442	-0.039276123	9.837723
-0.19778442	-0.039276123	9.840103
-0.19778442	-0.036895752	9.842499
-0.19778442	-0.039276123	9.844894
-0.19778442	-0.039276123	9.844894
-0.19778442	-0.039276123	9.844894
-0.20018005	-0.039276123	9.84729
-0.19778442	-0.039276123	9.849686
-0.19778442	-0.039276123	9.84729
-0.19778442	-0.039276123	9.84729
-0.19778442	-0.039276123	9.84729
-0.20018005	-0.039276123	9.849686
-0.20018005	-0.039276123	9.852066
-0.20018005	-0.041671753	9.854462
-0.20018005	-0.041671753	9.854462
-0.20257568	-0.044067383	9.856857
-0.20018005	-0.041671753	9.856857
-0.20018005	-0.039276123	9.854462
-0.20018005	-0.036895752	9.854462
-0.20018005	-0.036895752	9.852066
-0.20018005	-0.036895752	9.854462
-0.20018005	-0.036895752	9.854462
-0.20018005	-0.034500122	9.852066
-0.20018005	-0.034500122	9.849686
-0.20018005	-0.034500122	9.852066
-0.20018005	-0.036895752	9.852066
-0.20018005	-0.036895752	9.849686
-0.20018005	-0.036895752	9.84729
-0.20257568	-0.039276123	9.84729
-0.20018005	-0.036895752	9.844894
-0.20018005	-0.036895752	9.842499
-0.20018005	-0.039276123	9.842499
-0.20018005	-0.041671753	9.840103
-0.20018005	-0.039276123	9.840103
-0.20018005	-0.036895752	9.840103
-0.19778442	-0.036895752	9.840103
-0.20018005	-0.036895752	9.837723
-0.20018005	-0.036895752	9.837723
-0.20018005	-0.036895752	9.840103
-0.19778442	-0.034500122	9.837723
-0.19778442	-0.036895752	9.837723
-0.20018005	-0.036895752	9.837723
-0.19778442	-0.034500122	9.837723
-0.1953888	-0.032104492	9.840103
-0.19778442	-0.034500122	9.837723
-0.19778442	-0.036895752	9.837723
-0.19778442	-0.034500122	9.837723
-0.19778442	-0.034500122	9.837723
-0.19778442	-0.036895752	9.840103
-0.19778442	-0.034500122	9.840103
-0.19778442	-0.036895752	9.840103
-0.20018005	-0.036895752	9.842499
-0.19778442	-0.036895752	9.844894
-0.20018005	-0.036895752	9.844894
-0.20018005	-0.036895752	9.84729
-0.19778442	-0.034500122	9.84729
-0.19778442	-0.034500122	9.849686
-0.19778442	-0.034500122	9.849686
-0.1953888	-0.036895752	9.852066
-0.1953888	-0.039276123	9.852066
-0.1953888	-0.039276123	9.852066
-0.1834259	-0.048858643	9.849686
-0.18821716	-0.044067383	9.844894
-0.18821716	-0.041671753	9.844894
-0.1906128	-0.041671753	9.84729
-0.19299316	-0.039276123	9.852066
-0.1953888	-0.041671753	9.854462
-0.19778442	-0.041671753	9.856857
-0.19778442	-0.041671753	9.856857
-0.20018005	-0.044067383	9.859253
-0.19778442	-0.041671753	9.859253
-0.1953888	-0.044067383	9.856857
-0.1953888	-0.046463013	9.859253
-0.19778442	-0.048858643	9.861649
-0.19778442	-0.051254272	9.861649
-0.19778442	-0.053634644	9.866425
-0.20018005	-0.051254272	9.866425
-0.20257568	-0.048858643	9.866425
-0.20497131	-0.048858643	9.86882
-0.20497131	-0.048858643	9.86882
-0.20497131	-0.048858643	9.871216
-0.20735168	-0.048858643	9.871216
-0.20497131	-0.048858643	9.86882
-0.20257568	-0.044067383	9.86882
-0.19778442	-0.048858643	9.866425
-0.19299316	-0.053634644	9.86882
-0.1953888	-0.048858643	9.86882
-0.19778442	-0.048858643	9.866425
-0.20018005	-0.046463013	9.86882
-0.20257568	-0.046463013	9.86882
-0.20257568	-0.048858643	9.866425
-0.20257568	-0.046463013	9.866425
-0.20257568	-0.046463013	9.86882
-0.20257568	-0.046463013	9.86882
-0.20257568	-0.048858643	9.866425
-0.20497131	-0.051254272	9.866425
-0.20497131	-0.048858643	9.86882
-0.20974731	-0.053634644	9.866425
-0.21453857	-0.053634644	9.864044
-0.21453857	-0.053634644	9.866425
-0.21214294	-0.051254272	9.864044
-0.21214294	-0.053634644	9.866425
-0.21453857	-0.053634644	9.864044
-0.2169342	-0.051254272	9.864044
-0.2169342	-0.053634644	9.861649
-0.2169342	-0.053634644	9.861649
-0.2169342	-0.053634644	9.864044
-0.2169342	-0.053634644	9.864044
-0.2169342	-0.056030273	9.864044
-0.2169342	-0.056030273	9.864044
-0.21453857	-0.056030273	9.864044
-0.21453857	-0.053634644	9.866425
-0.2169342	-0.053634644	9.864044
