sensor	time	ax	ay	az
2	15577	-428	316	22932
1	15587	1624	-228	15736
2	15587	-524	348	22996
1	15597	1580	-312	15780
2	15597	-428	312	23040
1	15607	1668	-272	15736
2	15607	-556	264	22980
1	15617	1680	-352	15668
2	15617	-512	312	22908
1	15627	1620	-148	15744
2	15627	-444	396	22912
1	15637	1652	-160	15644
2	15637	-500	332	22816
1	15647	1660	-324	15600
2	15647	-520	344	23080
1	15657	1720	-188	15620
2	15657	-480	224	23016
1	15667	1612	-276	15664
2	15667	-536	260	22948
1	15677	1604	-232	15660
2	15677	-476	308	22996
1	15687	1608	-248	15760
2	15687	-528	356	22944
1	15697	1616	-216	15756
2	15697	-468	292	23028
1	15707	1592	-288	15608
2	15707	-608	300	22936
1	15717	1520	-248	15664
2	15717	-464	336	22924
1	15727	1584	-276	15680
2	15727	-464	292	23008
1	15737	1576	-216	15780
2	15737	-572	244	22956
1	15747	1548	-344	15696
2	15747	-492	296	22992
1	15757	1656	-312	15620
2	15757	-448	372	22964
1	15767	1696	-292	15720
2	15767	-468	304	22920
1	15777	1664	-316	15636
2	15777	-516	324	22824
1	15787	1596	-328	15680
2	15787	-512	232	22948
1	15797	1620	-276	15772
2	15797	-496	356	23128
1	15807	1600	-368	15616
2	15807	-484	336	22928
1	15817	1636	-156	15700
2	15817	-560	292	22880
1	15827	1668	-240	15752
2	15827	-464	324	22924
1	15837	1656	-252	15688
2	15837	-528	320	22916
1	15847	1660	-256	15696
2	15847	-524	372	22948
1	15857	1644	-348	15688
2	15857	-556	496	22984
1	15867	1712	-284	15676
2	15867	-496	296	22964
1	15877	1592	-312	15760
2	15877	-452	372	22868
1	15887	1652	-236	15664
2	15887	-508	340	22968
1	15897	1720	-124	15596
2	15897	-472	324	23020
1	15907	1772	-228	15772
2	15907	-512	312	22884
1	15917	1700	-228	15704
2	15917	-416	268	22936
1	15927	1660	-284	15808
2	15927	-564	364	22776
1	15937	1664	-320	15624
2	15937	-500	356	22864
1	15947	1540	-208	15564
2	15947	-468	328	22964
1	15958	1704	-324	15772
2	15958	-568	280	23060
1	15967	1576	-360	15560
2	15967	-500	404	22836
1	15977	1564	-208	15804
2	15977	-460	324	23036
1	15987	1528	-280	15744
2	15987	-500	328	22944
1	15997	1624	-280	15780
2	15997	-528	376	23040
1	16007	1700	-364	15720
2	16007	-604	336	23008
1	16017	1732	-256	15516
2	16017	-600	284	22928
1	16027	1624	-324	15772
2	16027	-396	324	23100
1	16037	1640	-320	15644
2	16037	-448	372	22840
1	16047	1572	-280	15800
2	16047	-512	360	23000
1	16057	1648	-280	15820
2	16057	-360	284	23164
1	16067	1624	-280	15656
2	16067	-464	292	23104
1	16077	1592	-232	15636
2	16077	-416	332	22948
1	16087	1572	-208	15700
2	16087	-504	296	23036
1	16097	1600	-260	15796
2	16097	-432	324	22916
1	16107	1600	-332	15644
2	16107	-472	252	22976
1	16117	1692	-232	15628
2	16117	-528	252	22948
1	16128	1612	-228	15548
2	16128	-516	264	22948
1	16137	1508	-280	15780
2	16137	-480	312	23036
1	16147	1560	-268	15892
2	16147	-432	264	22864
1	16157	1628	-180	15688
2	16157	-452	320	23132
1	16167	1688	-372	15748
2	16167	-564	344	22872
1	16177	1624	-192	15644
2	16177	-552	268	23036
1	16187	1632	-196	15616
2	16187	-440	256	23072
1	16197	1584	-332	15820
2	16197	-532	408	22908
1	16207	1628	-308	15700
2	16207	-536	296	23004
1	16217	1696	-228	15472
2	16217	-596	360	22960
1	16227	1672	-196	15672
2	16227	-472	204	23104
1	16237	1612	-220	15704
2	16237	-468	352	22956
1	16247	1700	-304	15816
2	16247	-552	320	22968
1	16257	1596	-264	15604
2	16257	-532	324	22936
1	16267	1616	-276	15636
2	16267	-444	368	23036
1	16277	1700	-276	15660
2	16277	-484	336	23068
1	16287	1628	-268	15700
2	16287	-440	348	23044
1	16297	1652	-224	15744
2	16297	-468	320	22936
1	16307	1600	-292	15664
2	16307	-604	272	23000
1	16317	1612	-276	15704
2	16317	-500	324	23160
1	16327	1580	-152	15876
2	16327	-480	368	22928
1	16337	1584	-236	15736
2	16337	-512	368	22996
1	16347	1700	-228	15712
2	16347	-500	288	23008
1	16357	1672	-248	15588
2	16357	-536	296	23132
1	16367	1704	-224	15740
2	16367	-468	244	22924
1	16377	1636	-232	15492
2	16377	-432	444	22996
1	16387	1592	-172	15780
2	16387	-484	240	23024
1	16397	1628	-308	15612
2	16397	-492	332	22972
1	16407	1628	-264	15612
2	16407	-508	244	22948
1	16417	1572	-260	15684
2	16417	-620	336	22916
1	16427	1612	-268	15732
2	16427	-476	272	22888
1	16437	1540	-144	15712
2	16437	-484	340	22936
1	16447	1608	-248	15736
2	16447	-516	300	22868
1	16457	1752	-308	15672
2	16457	-380	300	22840
1	16467	1684	-280	15608
2	16467	-500	264	22876
1	16477	1564	-252	15712
2	16477	-552	292	22896
1	16487	1608	-308	15880
2	16487	-540	228	22812
1	16497	1588	-272	15696
2	16497	-476	280	23048
1	16507	1572	-232	15664
2	16507	-536	316	22880
1	16517	1684	-280	15732
2	16517	-528	388	22964
1	16527	1608	-172	15600
2	16527	-476	428	22928
1	16537	1712	-248	15652
2	16537	-604	340	22916
1	16547	1608	-188	15732
2	16547	-568	324	23040
1	16557	1632	-232	15648
2	16557	-540	400	23052
1	16567	1584	-240	15628
2	16567	-508	340	22980
1	16577	1684	-332	15688
2	16577	-452	224	23148
1	16587	1580	-280	15740
2	16587	-464	228	23020
1	16598	1604	-188	15632
2	16598	-492	340	22884
1	16607	1652	-260	15684
2	16607	-508	308	22944
1	16617	1600	-244	15780
2	16617	-396	420	22924
1	16627	1568	-284	15704
2	16627	-436	372	23036
1	16637	1592	-256	15772
2	16637	-496	316	22952
1	16647	1568	-300	15724
2	16647	-524	316	22908
1	16657	1620	-380	15672
2	16657	-508	332	22896
1	16667	1696	-308	15768
2	16667	-468	352	22932
1	16677	1636	-212	15724
2	16677	-512	376	22908
1	16687	1576	-252	15684
2	16687	-512	260	22968
1	16697	1644	-200	15596
2	16697	-440	372	22964
1	16707	1632	-308	15616
2	16707	-540	276	22964
1	16717	1684	-192	15680
2	16717	-500	320	23076
1	16727	1696	-240	15640
2	16727	-524	348	22908
1	16737	1580	-288	15676
2	16737	-584	236	22912
1	16747	1584	-280	15736
2	16747	-604	344	22892
1	16757	1580	-204	15592
2	16757	-456	248	22984
1	16768	1612	-328	15784
2	16768	-544	228	22912
1	16777	1696	-260	15664
2	16777	-536	208	23048
1	16787	1712	-364	15636
2	16787	-380	316	22948
1	16797	1668	-256	15756
2	16797	-500	272	22880
1	16807	1704	-244	15612
2	16807	-588	268	23072
1	16817	1620	-180	15832
2	16817	-568	232	23104
1	16827	1640	-208	15552
2	16827	-548	360	22976
1	16837	1668	-256	15832
2	16837	-536	360	22868
1	16847	1560	-352	15628
2	16847	-544	376	22992
1	16857	1672	-340	15824
2	16857	-500	324	22976
1	16867	1704	-192	15704
2	16867	-364	308	22836
1	16877	1660	-212	15716
2	16877	-476	224	23072
1	16887	1616	-296	15820
2	16887	-516	384	23016
1	16897	1552	-272	15608
2	16897	-444	212	22984
1	16907	1564	-188	15672
2	16907	-488	368	22892
1	16917	1676	-272	15636
2	16917	-508	316	22892
1	16927	1680	-148	15656
2	16927	-452	236	23012
1	16937	1596	-164	15584
2	16937	-456	304	22932
1	16947	1740	-308	15680
2	16947	-440	280	22976
1	16957	1628	-236	15628
2	16957	-472	384	22976
1	16967	1652	-324	15604
2	16967	-632	272	22920
1	16977	1588	-240	15760
2	16977	-452	352	23052
1	16987	1504	-244	15592
2	16987	-436	256	22952
1	16997	1624	-300	15712
2	16997	-472	380	22964
1	17007	1688	-216	15552
2	17007	-456	364	22988
1	17017	1708	-304	15788
2	17017	-504	228	22988
1	17027	1612	-316	15752
2	17027	-472	336	23088
1	17037	1628	-292	15728
2	17037	-456	460	23068
1	17047	1576	-320	15704
2	17047	-436	324	22964
1	17057	1628	-280	15720
2	17057	-524	196	23040
1	17067	1616	-328	15696
2	17067	-600	316	23084
1	17077	1656	-240	15684
2	17077	-500	252	23048
1	17087	1600	-248	15592
2	17087	-544	348	22968
1	17097	1572	-364	15848
2	17097	-564	296	22872
1	17107	1652	-232	15768
2	17107	-448	236	23076
1	17117	1664	-276	15756
2	17117	-440	308	23024
1	17127	1608	-344	15688
2	17127	-500	256	22956
1	17137	1660	-316	15752
2	17137	-452	348	23040
1	17147	1564	-248	15676
2	17147	-556	260	22908
1	17157	1728	-300	15764
2	17157	-488	212	23008
1	17167	1568	-320	15588
2	17167	-488	220	22880
1	17177	1600	-284	15780
2	17177	-492	280	22880
1	17187	1692	-292	15836
2	17187	-576	344	22892
1	17197	1668	-276	15620
2	17197	-440	324	23000
1	17207	1688	-328	15620
2	17207	-552	368	22980
1	17217	1544	-348	15704
2	17217	-384	324	23168
1	17227	1596	-328	15700
2	17227	-488	268	23024
1	17238	1564	-228	15752
2	17238	-556	360	22892
1	17247	1708	-328	15668
2	17247	-464	260	22848
1	17257	1600	-316	15772
2	17257	-472	288	22948
1	17267	1628	-280	15664
2	17267	-400	284	22884
1	17277	1604	-260	15640
2	17277	-468	272	22860
1	17287	1620	-304	15668
2	17287	-568	408	22968
1	17297	1664	-248	15696
2	17297	-504	252	23096
1	17307	1780	-276	15708
2	17307	-516	380	22988
1	17317	1712	-276	15792
2	17317	-580	308	22792
1	17327	1620	-268	15796
2	17327	-480	268	23092
1	17337	1612	-220	15600
2	17337	-584	336	22980
1	17347	1688	-268	15704
2	17347	-540	264	23016
1	17357	1660	-244	15804
2	17357	-484	332	22884
1	17367	1608	-236	15708
2	17367	-516	316	22948
1	17377	1572	-264	15796
2	17377	-400	228	22936
1	17387	1696	-304	15668
2	17387	-496	396	22968
1	17397	1704	-300	15836
2	17397	-496	388	22888
1	17408	1632	-284	15776
2	17408	-436	328	22996
1	17417	1632	-168	15848
2	17417	-528	248	23020
1	17427	1560	-324	15752
2	17427	-612	304	23008
1	17437	1576	-252	15632
2	17437	-416	324	23032
1	17447	1696	-212	15648
2	17447	-476	268	23048
1	17457	1664	-224	15712
2	17457	-496	344	22916
1	17467	1620	-304	15640
2	17467	-416	236	23036
1	17477	1656	-220	15644
2	17477	-472	372	23020
1	17487	1608	-224	15744
2	17487	-572	344	22912
1	17497	1608	-260	15568
2	17497	-480	324	22976
1	17507	1652	-176	15664
2	17507	-524	284	22936
1	17517	1708	-244	15716
2	17517	-600	304	23056
1	17527	1664	-288	15636
2	17527	-456	356	22996
1	17537	1556	-300	15752
2	17537	-428	360	23008
1	17547	1628	-152	15588
2	17547	-544	304	22992
1	17557	1604	-296	15796
2	17557	-540	348	23024
1	17567	1604	-284	15764
2	17567	-476	368	22824
1	17577	1656	-284	15764
2	17577	-540	268	23124
1	17587	1560	-236	15636
2	17587	-552	268	23056
1	17597	1616	-144	15628
2	17597	-496	296	22796
1	17607	1608	-264	15768
2	17607	-508	272	22960
1	17617	1652	-264	15728
2	17617	-500	380	22956
1	17627	1624	-280	15668
2	17627	-564	320	23056
1	17637	1652	-396	15836
2	17637	-432	304	22996
1	17647	1620	-320	15612
2	17647	-424	284	22948
1	17657	1608	-260	15628
2	17657	-452	236	23068
1	17667	1572	-332	15516
2	17667	-412	312	23244
1	17677	1572	-256	15772
2	17677	-512	324	23044
1	17687	1664	-300	15728
2	17687	-484	288	22932
1	17697	1572	-288	15640
2	17697	-464	352	22920
1	17707	1620	-284	15696
2	17707	-508	336	22948
1	17717	1548	-300	15780
2	17717	-524	332	22884
1	17727	1616	-368	15552
2	17727	-544	320	22880
1	17737	1576	-232	15576
2	17737	-436	184	23048
1	17747	1636	-312	15684
2	17747	-532	340	22976
1	17757	1572	-160	15796
2	17757	-540	340	23056
1	17767	1644	-392	15732
2	17767	-448	224	22948
1	17777	1572	-296	15752
2	17777	-512	320	22844
1	17787	1608	-216	15704
2	17787	-536	248	23028
1	17797	1580	-208	15644
2	17797	-488	272	23056
1	17807	1724	-320	15768
2	17807	-464	288	22984
1	17817	1664	-272	15652
2	17817	-468	260	22852
1	17827	1544	-240	15748
2	17827	-568	328	22936
1	17837	1504	-288	15700
2	17837	-456	228	22904
1	17847	1744	-268	15484
2	17847	-540	340	22792
1	17857	1608	-216	15856
2	17857	-436	316	23040
1	17867	1576	-308	15676
2	17867	-512	272	22964
1	17878	1576	-316	15700
2	17878	-532	252	22984
1	17887	1612	-300	15744
2	17887	-456	308	23020
1	17897	1632	-240	15688
2	17897	-456	416	22968
1	17907	1572	-256	15704
2	17907	-404	336	23076
1	17917	1564	-192	15596
2	17917	-476	252	22896
1	17927	1624	-256	15736
2	17927	-408	368	23036
1	17937	1596	-260	15628
2	17937	-468	340	23044
1	17947	1604	-344	15828
2	17947	-552	240	22968
1	17957	1768	-356	15728
2	17957	-524	252	23028
1	17967	1652	-272	15696
2	17967	-492	412	22980
1	17977	1628	-312	15744
2	17977	-608	288	22880
1	17987	1688	-276	15680
2	17987	-580	340	23036
1	17997	1620	-328	15736
2	17997	-592	316	22956
1	18007	1696	-196	15672
2	18007	-412	308	22980
1	18017	1648	-348	15664
2	18017	-472	280	22928
1	18027	1652	-300	15604
2	18027	-424	248	22912
1	18037	1604	-200	15560
2	18037	-560	264	23128
1	18048	1640	-320	15688
2	18048	-516	272	22940
1	18057	1648	-280	15704
2	18057	-468	304	22996
1	18067	1628	-244	15820
2	18067	-448	312	22920
1	18077	1540	-288	15624
2	18077	-520	300	22852
1	18087	1600	-252	15628
2	18087	-564	344	22996
1	18097	1592	-280	15568
2	18097	-496	368	23040
1	18107	1584	-264	15776
2	18107	-520	408	23068
1	18117	1652	-288	15664
2	18117	-500	344	23064
1	18127	1660	-228	15720
2	18127	-508	364	23008
1	18137	1648	-380	15768
2	18137	-540	344	22984
1	18147	1700	-236	15664
2	18147	-624	304	22908
1	18157	1580	-184	15616
2	18157	-536	264	22968
1	18167	1588	-380	15712
2	18167	-516	356	23100
1	18177	1688	-272	15600
2	18177	-524	256	23020
1	18187	1508	-236	15724
2	18187	-564	452	22952
1	18197	1660	-228	15696
2	18197	-544	344	22948
1	18207	1580	-292	15748
2	18207	-448	304	22916
1	18217	1624	-344	15688
2	18217	-528	260	22956
1	18227	1612	-216	15624
2	18227	-480	364	22872
1	18237	1668	-276	15660
2	18237	-516	368	22968
1	18247	1568	-300	15608
2	18247	-536	408	23048
1	18257	1736	-264	15728
2	18257	-536	296	22964
1	18267	1712	-276	15684
2	18267	-400	316	22996
1	18277	1668	-252	15624
2	18277	-468	364	23016
1	18287	1740	-284	15840
2	18287	-452	368	23008
1	18297	1716	-256	15716
2	18297	-404	268	22940
1	18307	1688	-284	15592
2	18307	-484	304	22936
1	18317	1616	-264	15652
2	18317	-532	288	22952
1	18327	1556	-240	15708
2	18327	-504	380	22992
1	18337	1528	-296	15688
2	18337	-524	280	22820
1	18347	1584	-256	15752
2	18347	-424	272	22808
1	18357	1668	-236	15628
2	18357	-520	468	22884
1	18367	1616	-260	15724
2	18367	-548	280	22932
1	18377	1756	-172	15760
2	18377	-488	292	22888
1	18387	1572	-184	15676
2	18387	-496	328	22864
1	18397	1612	-216	15736
2	18397	-576	276	22976
1	18407	1556	-296	15584
2	18407	-400	304	22860
1	18417	1564	-200	15764
2	18417	-588	300	22904
1	18427	1608	-252	15836
2	18427	-448	280	23020
1	18437	1488	-300	15720
2	18437	-556	324	22856
1	18447	1688	-292	15608
2	18447	-428	260	22888
1	18457	1604	-300	15708
2	18457	-540	308	22932
1	18467	1724	-220	15628
2	18467	-484	276	23040
1	18477	1668	-184	15748
2	18477	-508	324	23016
1	18487	1636	-300	15672
2	18487	-488	244	22876
1	18497	1720	-264	15656
2	18497	-532	316	22872
1	18507	1680	-288	15808
2	18507	-496	364	23072
1	18518	1544	-240	15636
2	18518	-492	312	23108
1	18527	1548	-224	15616
2	18527	-456	364	22932
1	18537	1744	-200	15688
2	18537	-544	356	23048
1	18547	1608	-212	15848
2	18547	-484	268	22860
1	18557	1740	-312	15696
2	18557	-540	356	22996
1	18567	1656	-312	15604
2	18567	-476	288	22844
1	18577	1548	-312	15616
2	18577	-524	344	22896
1	18587	1796	-296	15548
2	18587	-464	104	22980
1	18597	1700	-252	15676
2	18597	-568	392	23016
1	18607	1480	-268	15576
2	18607	-472	308	22964
1	18617	1584	-212	15680
2	18617	-532	368	23016
1	18627	1636	-208	15732
2	18627	-556	292	22996
1	18637	1644	-304	15604
2	18637	-468	292	23128
1	18647	1660	-304	15752
2	18647	-464	276	22896
1	18657	1616	-332	15744
2	18657	-576	408	23016
1	18667	1596	-272	15608
2	18667	-512	268	22852
1	18677	1588	-296	15616
2	18677	-508	348	22872
1	18688	1668	-236	15688
2	18688	-440	300	23076
1	18697	1520	-260	15656
2	18697	-416	352	23024
1	18707	1720	-244	15644
2	18707	-536	252	22928
1	18717	1588	-228	15800
2	18717	-468	296	22984
1	18727	1624	-152	15652
2	18727	-472	336	22980
1	18737	1544	-364	15640
2	18737	-512	304	23012
1	18747	1572	-300	15696
2	18747	-556	296	23052
1	18757	1692	-292	15532
2	18757	-468	332	23068
1	18767	1668	-312	15660
2	18767	-484	304	23112
1	18777	1748	-236	15696
2	18777	-416	228	22888
1	18787	1596	-288	15704
2	18787	-568	284	23020
1	18797	1612	-268	15748
2	18797	-456	316	22944
1	18807	1644	-312	15660
2	18807	-456	312	22956
1	18817	1640	-256	15872
2	18817	-532	308	22916
1	18827	1544	-252	15732
2	18827	-572	300	23016
1	18837	1576	-296	15460
2	18837	-460	304	22856
1	18847	1664	-244	15716
2	18847	-500	368	22980
1	18857	1664	-264	15740
2	18857	-448	328	22988
1	18867	1608	-268	15728
2	18867	-512	340	22952
1	18877	1656	-240	15756
2	18877	-492	336	22984
1	18887	1660	-324	15740
2	18887	-488	360	22988
1	18897	1444	-276	15768
2	18897	-440	360	22996
1	18907	1524	-304	15676
2	18907	-544	292	22876
1	18917	1668	-196	15628
2	18917	-516	252	22992
1	18927	1592	-316	15620
2	18927	-492	316	22888
1	18937	1660	-252	15768
2	18937	-476	296	22872
1	18947	1564	-324	15652
2	18947	-576	324	22948
1	18957	1548	-232	15644
2	18957	-516	256	22816
1	18967	1688	-180	15756
2	18967	-504	292	23032
1	18977	1624	-288	15684
2	18977	-472	344	22972
1	18987	1516	-260	15752
2	18987	-508	396	22960
1	18997	1520	-276	15748
2	18997	-528	380	23004
1	19007	1632	-284	15608
2	19007	-524	288	23064
1	19017	1640	-248	15656
2	19017	-596	336	23072
1	19027	1608	-264	15580
2	19027	-464	220	23028
1	19037	1488	-220	15640
2	19037	-436	368	22900
1	19047	1564	-316	15904
2	19047	-476	328	22996
1	19057	1668	-284	15804
2	19057	-468	324	22976
1	19067	1680	-292	15728
2	19067	-524	356	22872
1	19077	1668	-260	15644
2	19077	-556	380	23004
1	19087	1544	-224	15632
2	19087	-472	344	22812
1	19097	1532	-136	15620
2	19097	-484	368	22984
1	19107	1628	-224	15684
2	19107	-464	332	23020
1	19117	1616	-256	15640
2	19117	-508	212	23044
1	19127	1724	-248	15636
2	19127	-444	300	23056
1	19137	1648	-352	15728
2	19137	-476	268	23096
1	19147	1632	-256	15776
2	19147	-508	272	22872
1	19158	1680	-296	15768
2	19158	-492	236	22908
1	19167	1624	-216	15628
2	19167	-500	368	23116
1	19177	1668	-344	15684
2	19177	-460	320	22840
1	19187	1572	-228	15688
2	19187	-492	308	23132
1	19197	1596	-196	15632
2	19197	-468	308	22896
1	19207	1644	-200	15688
2	19207	-488	256	22968
1	19217	1644	-348	15712
2	19217	-560	232	22908
1	19227	1568	-272	15744
2	19227	-468	280	22956
1	19237	1588	-196	15720
2	19237	-436	324	22988
1	19247	1716	-240	15692
2	19247	-472	328	22984
1	19257	1636	-352	15532
2	19257	-388	356	23016
1	19267	1456	-272	15672
2	19267	-460	232	22952
1	19277	1644	-256	15720
2	19277	-432	324	23036
1	19287	1588	-260	15672
2	19287	-524	292	22964
1	19297	1636	-216	15680
2	19297	-492	248	22924
1	19307	1600	-232	15660
2	19307	-552	284	22956
1	19317	1580	-264	15676
2	19317	-588	164	23000
1	19328	1484	-288	15632
2	19328	-572	288	22892
1	19337	1644	-216	15712
2	19337	-504	240	23028
1	19347	1708	-304	15636
2	19347	-468	264	22884
1	19357	1648	-252	15640
2	19357	-504	284	23008
1	19367	1720	-288	15636
2	19367	-484	196	23048
1	19377	1800	-332	15768
2	19377	-436	260	23088
1	19387	1608	-260	15764
2	19387	-504	344	22940
1	19397	1664	-208	15576
2	19397	-456	256	22912
1	19407	1648	-220	15736
2	19407	-404	364	23116
1	19417	1644	-276	15684
2	19417	-572	328	22968
1	19427	1652	-252	15656
2	19427	-484	372	22972
1	19437	1664	-228	15716
2	19437	-428	244	23004
1	19447	1596	-360	15652
2	19447	-504	312	23052
1	19457	1624	-332	15688
2	19457	-460	264	22980
1	19467	1668	-268	15688
2	19467	-488	296	22984
1	19477	1616	-348	15736
2	19477	-464	220	22888
1	19487	1668	-328	15688
2	19487	-504	256	22936
1	19497	1596	-244	15700
2	19497	-548	272	22924
1	19507	1568	-268	15600
2	19507	-432	392	23016
1	19517	1544	-372	15772
2	19517	-524	432	22856
1	19527	1572	-248	15676
2	19527	-508	396	22916
1	19537	1604	-224	15836
2	19537	-568	376	22964
1	19547	1700	-204	15780
2	19547	-488	412	22992
1	19557	1612	-212	15604
2	19557	-464	376	22880
1	19567	1540	-228	15636
2	19567	-428	248	22864
1	19577	1680	-220	15752
2	19577	-440	300	23080
1	19587	1740	-180	15708
2	19587	-552	280	23068
1	19597	1584	-248	15756
2	19597	-544	436	22808
1	19607	1600	-296	15656
2	19607	-424	332	23008
1	19617	1588	-280	15748
2	19617	-504	328	22916
1	19627	1596	-332	15704
2	19627	-552	392	22892
1	19637	1616	-260	15640
2	19637	-484	272	23116
1	19647	1548	-440	15764
2	19647	-444	244	22964
1	19657	1612	-348	15800
2	19657	-516	340	23152
1	19667	1708	-272	15668
2	19667	-556	188	22988
1	19677	1656	-320	15712
2	19677	-456	244	23028
1	19687	1564	-360	15720
2	19687	-480	300	22960
1	19697	1592	-176	15616
2	19697	-552	312	22932
1	19707	1704	-264	15708
2	19707	-556	152	22912
1	19717	1560	-228	15648
2	19717	-552	364	22780
1	19727	1636	-284	15616
2	19727	-500	284	23008
1	19737	1752	-200	15796
2	19737	-588	276	23004
1	19747	1572	-244	15720
2	19747	-580	328	23060
1	19757	1652	-344	15676
2	19757	-524	324	22956
1	19767	1580	-232	15684
2	19767	-432	288	22952
1	19777	1600	-288	15844
2	19777	-436	340	22860
1	19787	1672	-284	15684
2	19787	-444	384	23068
1	19798	1548	-276	15648
2	19798	-508	340	22952
1	19807	1604	-376	15704
2	19807	-468	264	23064
1	19817	1628	-300	15640
2	19817	-492	392	23088
1	19827	1584	-260	15804
2	19827	-480	344	22940
1	19837	1652	-204	15712
2	19837	-572	292	23032
1	19847	1668	-256	15564
2	19847	-552	444	23104
1	19857	1652	-256	15688
2	19857	-468	360	22856
1	19867	1676	-176	15664
2	19867	-548	324	23208
1	19877	1708	-236	15712
2	19877	-384	252	23020
1	19887	1716	-264	15564
2	19887	-480	316	23024
1	19897	1668	-260	15680
2	19897	-544	408	22944
1	19907	1576	-308	15772
2	19907	-460	248	22932
1	19917	1596	-276	15824
2	19917	-540	232	22864
1	19927	1684	-244	15736
2	19927	-568	204	23076
1	19937	1572	-284	15660
2	19937	-484	328	22936
1	19947	1660	-244	15660
2	19947	-468	244	22948
1	19957	1616	-352	15676
2	19957	-544	412	22916
1	19968	1640	-272	15720
2	19968	-492	228	22980
1	19977	1644	-272	15760
2	19977	-448	328	22956
1	19987	1656	-368	15772
2	19987	-492	372	23072
1	19997	1748	-304	15724
2	19997	-488	364	22908
1	20007	1740	-348	15588
2	20007	-520	368	23092
1	20017	1608	-152	15856
2	20017	-488	288	23080
1	20027	1588	-300	15784
2	20027	-364	268	22964
1	20037	1640	-284	15756
2	20037	-496	388	22956
1	20047	1604	-280	15696
2	20047	-532	312	23044
1	20057	1688	-296	15660
2	20057	-528	284	22852
1	20067	1628	-312	15652
2	20067	-520	288	23020
1	20077	1644	-308	15760
2	20077	-504	332	22996
1	20087	1688	-284	15672
2	20087	-508	352	22920
1	20097	1640	-268	15616
2	20097	-552	184	23040
1	20107	1696	-240	15804
2	20107	-524	300	22976
1	20117	1664	-344	15580
2	20117	-468	340	22956
1	20127	1652	-312	15652
2	20127	-444	292	22896
1	20137	1612	-340	15688
2	20137	-492	236	23044
1	20147	1620	-236	15820
2	20147	-560	276	23028
1	20157	1708	-328	15588
2	20157	-448	324	22896
1	20167	1712	-288	15768
2	20167	-424	320	23016
1	20177	1648	-196	15744
2	20177	-576	352	22960
1	20187	1640	-280	15772
2	20187	-424	424	23012
1	20197	1668	-228	15680
2	20197	-500	368	22880
1	20207	1616	-352	15660
2	20207	-432	300	22960
1	20217	1652	-232	15744
2	20217	-612	308	22904
1	20227	1604	-276	15648
2	20227	-448	312	23012
1	20237	1592	-184	15568
2	20237	-508	416	23080
1	20247	1584	-180	15740
2	20247	-560	324	23124
1	20257	1616	-244	15728
2	20257	-488	280	22876
1	20267	1652	-244	15508
2	20267	-448	288	22960
1	20277	1600	-224	15780
2	20277	-428	320	23032
1	20287	1572	-280	15724
2	20287	-488	432	22928
1	20297	1592	-188	15680
2	20297	-528	344	22880
1	20307	1512	-312	15588
2	20307	-524	384	23108
1	20317	1736	-300	15692
2	20317	-452	324	22960
1	20327	1632	-244	15720
2	20327	-452	328	22960
1	20337	1528	-264	15788
2	20337	-572	304	22988
1	20347	1704	-356	15864
2	20347	-556	392	23020
1	20357	1580	-272	15788
2	20357	-480	372	23008
1	20367	1512	-252	15632
2	20367	-468	360	23140
1	20377	1704	-312	15736
2	20377	-476	276	22900
1	20387	1640	-188	15696
2	20387	-540	344	22696
1	20397	1704	-312	15544
2	20397	-468	344	23068
1	20407	1656	-248	15760
2	20407	-440	396	22992
1	20417	1540	-272	15804
2	20417	-480	340	22892
1	20427	1692	-296	15676
2	20427	-488	276	22832
1	20438	1680	-240	15604
2	20438	-528	284	22964
1	20447	1600	-300	15656
2	20447	-496	224	22896
1	20457	1584	-196	15752
2	20457	-548	364	22896
1	20467	1640	-280	15632
2	20467	-436	344	23056
1	20477	1592	-276	15764
2	20477	-428	292	23084
1	20487	1620	-280	15688
2	20487	-448	304	22896
1	20497	1576	-284	15628
2	20497	-480	320	22944
1	20507	1684	-220	15740
2	20507	-556	324	22796
1	20517	1572	-316	15752
2	20517	-492	276	23020
1	20527	1636	-236	15624
2	20527	-532	248	22876
1	20537	1672	-280	15624
2	20537	-504	340	22940
1	20547	1600	-276	15696
2	20547	-456	320	22980
1	20557	1636	-248	15752
2	20557	-440	396	23084
1	20567	1656	-248	15780
2	20567	-588	268	23000
1	20577	1648	-232	15588
2	20577	-420	404	22980
1	20587	1660	-292	15752
2	20587	-468	252	23076
1	20597	1540	-304	15692
2	20597	-480	272	23000
1	20608	1648	-240	15680
2	20608	-420	232	23020
1	20617	1692	-264	15656
2	20617	-464	332	22976
1	20627	1652	-256	15768
2	20627	-480	344	22844
1	20637	1704	-276	15608
2	20637	-604	316	22900
1	20647	1648	-300	15772
2	20647	-504	368	23004
1	20657	1696	-320	15720
2	20657	-476	300	23108
1	20667	1660	-276	15748
2	20667	-528	368	23036
1	20677	1668	-220	15584
2	20677	-540	372	22992
1	20687	1624	-200	15692
2	20687	-444	328	23072
1	20697	1616	-252	15732
2	20697	-448	272	23012
1	20707	1668	-208	15720
2	20707	-416	388	22936
1	20717	1768	-260	15560
2	20717	-444	312	22948
1	20727	1704	-332	15680
2	20727	-456	256	23008
1	20737	1492	-312	15620
2	20737	-492	384	22988
1	20747	1584	-344	15672
2	20747	-436	280	22924
1	20757	1632	-256	15604
