sensor	time	ax	ay	az
2	5217	-508	264	23016
1	5227	1608	-200	15604
2	5227	-476	264	22980
1	5237	1656	-304	15632
2	5237	-520	256	23012
1	5248	1584	-252	15652
2	5248	-524	356	23072
1	5257	1564	-252	15756
2	5257	-512	432	23036
1	5267	1676	-256	15760
2	5267	-516	428	22964
1	5277	1636	-312	15672
2	5277	-464	296	23044
1	5287	1676	-220	15708
2	5287	-488	320	23000
1	5297	1648	-304	15720
2	5297	-508	336	22936
1	5307	1632	-276	15836
2	5307	-460	324	23140
1	5317	1556	-320	15648
2	5317	-504	292	22980
1	5327	1572	-296	15800
2	5327	-512	188	23068
1	5337	1616	-196	15660
2	5337	-484	324	22984
1	5347	1572	-256	15760
2	5347	-432	380	22928
1	5357	1692	-288	15628
2	5357	-532	420	23000
1	5367	1612	-212	15728
2	5367	-492	312	23020
1	5377	1640	-200	15680
2	5377	-400	252	22976
1	5387	1692	-300	15648
2	5387	-488	324	22980
1	5397	1652	-324	15780
2	5397	-520	324	22968
1	5407	1592	-264	15812
2	5407	-452	360	22984
1	5417	1696	-248	15652
2	5417	-424	296	22908
1	5427	1680	-300	15668
2	5427	-528	352	23008
1	5437	1768	-288	15620
2	5437	-468	284	23000
1	5447	1532	-144	15512
2	5447	-488	268	22976
1	5457	1544	-304	15716
2	5457	-440	300	23008
1	5467	1564	-308	15692
2	5467	-536	296	23040
1	5477	1580	-268	15572
2	5477	-488	372	22976
1	5487	1512	-252	15916
2	5487	-428	332	22924
1	5497	1600	-280	15520
2	5497	-516	272	23020
1	5507	1624	-284	15760
2	5507	-484	336	22956
1	5517	1604	-328	15628
2	5517	-568	300	22984
1	5527	1584	-232	15704
2	5527	-508	212	22908
1	5537	1632	-240	15752
2	5537	-432	304	22972
1	5547	1660	-244	15708
2	5547	-476	336	22984
1	5557	1600	-228	15652
2	5557	-528	400	22984
1	5567	1672	-212	15668
2	5567	-456	400	23040
1	5577	1612	-172	15644
2	5577	-456	312	22948
1	5587	1616	-216	15648
2	5587	-544	324	23096
1	5597	1588	-400	15744
2	5597	-476	256	22896
1	5607	1592	-268	15688
2	5607	-540	280	22928
1	5617	1632	-244	15632
2	5617	-508	380	22804
1	5627	1648	-240	15768
2	5627	-596	348	22936
1	5637	1680	-216	15732
2	5637	-512	268	23016
1	5647	1508	-296	15600
2	5647	-416	308	22948
1	5657	1668	-324	15708
2	5657	-516	228	23060
1	5667	1620	-236	15680
2	5667	-560	364	22964
1	5677	1564	-176	15700
2	5677	-496	364	22976
1	5687	1676	-324	15660
2	5687	-492	376	22912
1	5697	1600	-208	15720
2	5697	-576	320	22944
1	5707	1616	-304	15608
2	5707	-460	308	22908
1	5718	1676	-288	15600
2	5718	-524	388	23040
1	5727	1672	-296	15592
2	5727	-500	180	22888
1	5737	1664	-320	15708
2	5737	-480	288	22952
1	5747	1628	-248	15612
2	5747	-524	328	23052
1	5757	1684	-212	15672
2	5757	-388	328	22944
1	5767	1644	-196	15744
2	5767	-540	224	22992
1	5777	1604	-200	15644
2	5777	-420	300	22944
1	5787	1608	-340	15672
2	5787	-520	268	23000
1	5797	1740	-200	15792
2	5797	-452	304	23008
1	5807	1596	-256	15684
2	5807	-588	224	22944
1	5817	1628	-232	15724
2	5817	-532	364	22940
1	5827	1600	-216	15648
2	5827	-460	344	23064
1	5837	1592	-208	15620
2	5837	-516	280	22824
1	5847	1572	-216	15736
2	5847	-540	252	22868
1	5857	1688	-128	15644
2	5857	-536	272	23040
1	5867	1592	-236	15676
2	5867	-592	408	22996
1	5877	1612	-344	15720
2	5877	-452	280	23016
1	5888	1660	-324	15616
2	5888	-532	352	22940
1	5897	1720	-208	15612
2	5897	-468	408	23088
1	5907	1688	-224	15716
2	5907	-536	388	22916
1	5917	1564	-252	15736
2	5917	-528	308	22840
1	5927	1732	-232	15708
2	5927	-560	212	23036
1	5937	1604	-236	15820
2	5937	-500	228	23012
1	5947	1620	-272	15628
2	5947	-480	264	22972
1	5957	1672	-204	15648
2	5957	-488	332	22956
1	5967	1620	-264	15640
2	5967	-568	180	22968
1	5977	1616	-236	15696
2	5977	-516	448	23028
1	5987	1628	-224	15688
2	5987	-540	352	22940
1	5997	1680	-216	15632
2	5997	-548	316	22976
1	6007	1552	-340	15808
2	6007	-500	408	23040
1	6017	1636	-292	15584
2	6017	-508	328	22992
1	6027	1664	-220	15788
2	6027	-524	384	22996
1	6037	1616	-316	15744
2	6037	-440	216	22908
1	6047	1684	-344	15772
2	6047	-516	312	22980
1	6057	1528	-224	15720
2	6057	-496	356	22952
1	6067	1700	-260	15676
2	6067	-544	316	22928
1	6077	1664	-336	15436
2	6077	-536	328	22964
1	6087	1584	-180	15576
2	6087	-468	280	22920
1	6097	1532	-252	15644
2	6097	-532	248	23140
1	6107	1584	-244	15576
2	6107	-456	356	23040
1	6117	1624	-340	15640
2	6117	-504	332	23048
1	6127	1696	-308	15600
2	6127	-584	332	23004
1	6137	1584	-164	15568
2	6137	-504	284	22796
1	6147	1788	-348	15780
2	6147	-420	280	22964
1	6157	1592	-244	15544
2	6157	-516	320	22960
1	6167	1556	-264	15756
2	6167	-532	256	22972
1	6177	1652	-248	15704
2	6177	-456	304	22928
1	6187	1708	-156	15568
2	6187	-508	364	23032
1	6197	1572	-240	15604
2	6197	-512	368	23004
1	6207	1620	-232	15736
2	6207	-560	296	22940
1	6217	1636	-212	15616
2	6217	-484	376	22860
1	6227	1688	-288	15704
2	6227	-488	232	22864
1	6237	1552	-260	15756
2	6237	-472	360	22920
1	6247	1700	-264	15824
2	6247	-352	348	22964
1	6257	1688	-216	15676
2	6257	-520	232	22924
1	6267	1584	-300	15648
2	6267	-476	252	23060
1	6277	1696	-264	15728
2	6277	-608	208	22968
1	6287	1612	-332	15864
2	6287	-532	380	22892
1	6297	1644	-216	15572
2	6297	-504	372	23008
1	6307	1624	-244	15712
2	6307	-504	216	23016
1	6317	1584	-236	15720
2	6317	-504	264	22912
1	6327	1700	-236	15492
2	6327	-512	256	22888
1	6337	1568	-252	15696
2	6337	-536	248	23036
1	6347	1684	-288	15768
2	6347	-468	328	22924
1	6358	1628	-276	15672
2	6358	-484	164	22908
1	6367	1588	-248	15600
2	6367	-468	228	22820
1	6377	1696	-260	15604
2	6377	-500	352	23012
1	6387	1664	-248	15660
2	6387	-524	304	22952
1	6397	1692	-256	15716
2	6397	-604	296	22996
1	6407	1636	-340	15656
2	6407	-400	344	22968
1	6417	1596	-276	15616
2	6417	-556	276	22992
1	6427	1676	-268	15628
2	6427	-648	356	23072
1	6437	1656	-236	15792
2	6437	-448	372	23028
1	6447	1668	-320	15784
2	6447	-504	384	22912
1	6457	1696	-312	15696
2	6457	-632	300	22904
1	6467	1564	-360	15692
2	6467	-560	372	22920
1	6477	1576	-280	15656
2	6477	-440	272	22828
1	6487	1560	-256	15664
2	6487	-532	244	22876
1	6497	1564	-268	15728
2	6497	-516	244	23048
1	6507	1708	-348	15628
2	6507	-400	328	22968
1	6517	1696	-280	15720
2	6517	-464	352	23080
1	6528	1544	-352	15632
2	6528	-500	452	23020
1	6537	1644	-160	15812
2	6537	-496	348	23016
1	6547	1636	-308	15796
2	6547	-456	328	23024
1	6557	1676	-272	15604
2	6557	-484	216	23112
1	6567	1644	-376	15512
2	6567	-492	404	22932
1	6577	1624	-308	15616
2	6577	-448	292	22956
1	6587	1612	-216	15680
2	6587	-492	232	22980
1	6597	1604	-304	15608
2	6597	-508	308	22812
1	6607	1680	-216	15784
2	6607	-524	328	22996
1	6617	1700	-264	15712
2	6617	-556	308	22992
1	6627	1612	-308	15828
2	6627	-460	360	22988
1	6637	1608	-280	15684
2	6637	-444	316	23004
1	6647	1636	-356	15600
2	6647	-460	316	23064
1	6657	1548	-188	15680
2	6657	-516	300	23104
1	6667	1684	-264	15592
2	6667	-508	208	23036
1	6677	1632	-328	15760
2	6677	-520	412	22936
1	6687	1684	-172	15664
2	6687	-532	384	22896
1	6697	1628	-244	15644
2	6697	-432	380	22952
1	6707	1624	-264	15804
2	6707	-484	232	22968
1	6717	1588	-308	15628
2	6717	-496	388	22956
1	6727	1608	-308	15632
2	6727	-468	348	23036
1	6737	1668	-296	15820
2	6737	-488	144	23020
1	6747	1588	-260	15592
2	6747	-472	292	23008
1	6757	1648	-248	15644
2	6757	-412	244	22948
1	6767	1540	-304	15812
2	6767	-492	284	22832
1	6777	1584	-216	15648
2	6777	-416	256	22916
1	6787	1608	-204	15632
2	6787	-524	300	23020
1	6797	1608	-188	15784
2	6797	-460	316	22908
1	6807	1688	-340	15648
2	6807	-532	324	22984
1	6817	1580	-196	15672
2	6817	-544	220	22836
1	6827	1652	-316	15700
2	6827	-584	280	22912
1	6837	1632	-236	15648
2	6837	-500	304	22952
1	6847	1656	-360	15808
2	6847	-524	272	22880
1	6857	1676	-272	15760
2	6857	-488	388	23008
1	6867	1624	-264	15736
2	6867	-580	176	22932
1	6877	1620	-300	15776
2	6877	-548	368	22916
1	6887	1528	-188	15532
2	6887	-544	348	22976
1	6897	1656	-308	15636
2	6897	-476	320	23060
1	6907	1560	-256	15624
2	6907	-452	324	22848
1	6917	1540	-232	15780
2	6917	-512	372	22892
1	6927	1604	-184	15748
2	6927	-568	212	22996
1	6937	1628	-400	15640
2	6937	-444	408	23032
1	6947	1644	-340	15744
2	6947	-464	364	22884
1	6957	1500	-220	15716
2	6957	-580	276	22976
1	6967	1636	-212	15740
2	6967	-444	280	23068
1	6977	1684	-336	15696
2	6977	-552	280	22916
1	6987	1636	-272	15784
2	6987	-456	244	22896
1	6998	1660	-312	15696
2	6998	-516	344	22976
1	7007	1620	-296	15836
2	7007	-436	316	22928
1	7017	1748	-344	15668
2	7017	-492	292	23016
1	7027	1624	-288	15568
2	7027	-528	320	23124
1	7037	1716	-264	15604
2	7037	-460	324	23044
1	7047	1600	-272	15592
2	7047	-444	236	23028
1	7057	1620	-212	15796
2	7057	-436	300	22896
1	7067	1748	-276	15580
2	7067	-504	308	22904
1	7077	1616	-252	15560
2	7077	-460	308	23048
1	7087	1692	-264	15688
2	7087	-496	256	22872
1	7097	1636	-252	15812
2	7097	-524	272	23228
1	7107	1556	-288	15680
2	7107	-540	344	22928
1	7117	1676	-332	15888
2	7117	-416	292	23000
1	7127	1632	-216	15604
2	7127	-540	372	23096
1	7137	1664	-200	15720
2	7137	-476	228	22888
1	7147	1592	-264	15644
2	7147	-508	392	22980
1	7157	1712	-228	15720
2	7157	-472	388	23044
1	7168	1664	-252	15788
2	7168	-388	320	23028
1	7177	1544	-280	15752
2	7177	-524	364	22972
1	7187	1580	-296	15660
2	7187	-468	264	23064
1	7197	1540	-280	15732
2	7197	-460	392	22876
1	7207	1512	-296	15704
2	7207	-500	308	23012
1	7217	1572	-240	15756
2	7217	-552	248	22944
1	7227	1616	-364	15700
2	7227	-516	336	23036
1	7237	1716	-232	15668
2	7237	-512	320	23076
1	7247	1600	-252	15640
2	7247	-420	336	22964
1	7257	1576	-216	15740
2	7257	-524	376	22876
1	7267	1688	-304	15740
2	7267	-552	336	22916
1	7277	1584	-284	15664
2	7277	-472	300	23016
1	7287	1648	-184	15816
2	7287	-520	340	22908
1	7297	1688	-288	15640
2	7297	-480	344	23016
1	7307	1556	-372	15708
2	7307	-472	280	23000
1	7317	1648	-280	15752
2	7317	-592	252	23040
1	7327	1644	-308	15804
2	7327	-512	276	22980
1	7337	1596	-260	15672
2	7337	-520	344	22940
1	7347	1592	-200	15584
2	7347	-508	288	22896
1	7357	1712	-360	15780
2	7357	-396	368	23076
1	7367	1608	-260	15800
2	7367	-464	388	22908
1	7377	1684	-332	15780
2	7377	-476	288	22976
1	7387	1652	-352	15812
2	7387	-516	312	22888
1	7397	1588	-228	15696
2	7397	-568	264	23012
1	7407	1704	-312	15760
2	7407	-392	368	22944
1	7417	1640	-360	15576
2	7417	-552	336	22948
1	7427	1704	-332	15852
2	7427	-536	312	22940
1	7437	1648	-236	15660
2	7437	-584	288	23076
1	7447	1700	-256	15812
2	7447	-400	280	22852
1	7457	1688	-220	15708
2	7457	-428	288	22976
1	7467	1676	-348	15696
2	7467	-436	260	22940
1	7477	1668	-264	15556
2	7477	-548	292	22916
1	7487	1648	-332	15800
2	7487	-516	424	22904
1	7497	1676	-244	15712
2	7497	-492	304	22976
1	7507	1648	-312	15724
2	7507	-588	352	23036
1	7517	1660	-284	15676
2	7517	-496	240	22964
1	7527	1708	-348	15824
2	7527	-476	448	22956
1	7537	1712	-256	15732
2	7537	-512	336	22960
1	7547	1592	-324	15748
2	7547	-528	260	23012
1	7557	1732	-292	15640
2	7557	-544	340	23024
1	7567	1676	-268	15632
2	7567	-412	400	23048
1	7577	1620	-220	15696
2	7577	-532	356	23088
1	7587	1740	-240	15688
2	7587	-484	300	23044
1	7597	1564	-248	15804
2	7597	-424	264	22904
1	7607	1616	-268	15680
2	7607	-460	284	22968
1	7617	1592	-304	15660
2	7617	-584	444	22988
1	7627	1652	-348	15760
2	7627	-488	348	22936
1	7638	1552	-252	15728
2	7638	-576	384	22904
1	7647	1660	-356	15624
2	7647	-456	308	22872
1	7657	1672	-224	15640
2	7657	-492	380	23124
1	7667	1668	-312	15624
2	7667	-464	368	22880
1	7677	1716	-276	15728
2	7677	-448	272	22948
1	7687	1700	-256	15656
2	7687	-528	352	22920
1	7697	1592	-252	15764
2	7697	-592	340	22956
1	7707	1660	-228	15716
2	7707	-412	272	23060
1	7717	1660	-200	15632
2	7717	-436	304	22984
1	7727	1704	-264	15740
2	7727	-472	432	22908
1	7737	1540	-288	15760
2	7737	-508	252	23136
1	7747	1696	-352	15796
2	7747	-444	224	23032
1	7757	1600	-204	15740
2	7757	-484	324	22924
1	7767	1624	-332	15704
2	7767	-508	352	22928
1	7777	1712	-364	15592
2	7777	-500	172	22888
1	7787	1628	-244	15688
2	7787	-456	296	22956
1	7797	1584	-328	15716
2	7797	-424	284	23020
1	7808	1656	-316	15616
2	7808	-456	356	22956
1	7817	1684	-236	15704
2	7817	-504	312	22992
1	7827	1680	-296	15616
2	7827	-472	280	23060
1	7837	1664	-300	15812
2	7837	-552	284	22936
1	7847	1492	-188	15636
2	7847	-468	208	23036
1	7857	1644	-276	15784
2	7857	-536	388	22956
1	7867	1620	-272	15704
2	7867	-572	328	22968
1	7877	1628	-296	15836
2	7877	-524	320	23028
1	7887	1728	-272	15704
2	7887	-496	228	22968
1	7897	1716	-344	15900
2	7897	-472	272	22952
1	7907	1568	-228	15700
2	7907	-592	316	22884
1	7917	1600	-252	15700
2	7917	-432	336	23088
1	7927	1752	-312	15580
2	7927	-360	252	22920
1	7937	1660	-304	15736
2	7937	-532	332	23060
1	7947	1584	-236	15776
2	7947	-524	256	22936
1	7957	1632	-280	15744
2	7957	-600	328	22936
1	7967	1620	-328	15804
2	7967	-516	296	22972
1	7977	1660	-260	15624
2	7977	-452	304	23076
1	7987	1688	-272	15672
2	7987	-376	280	23056
1	7997	1672	-204	15832
2	7997	-576	240	22968
1	8007	1624	-292	15760
2	8007	-552	296	23032
1	8017	1616	-288	15716
2	8017	-532	384	23028
1	8027	1652	-356	15744
2	8027	-520	264	22912
1	8037	1740	-268	15564
2	8037	-472	356	22960
1	8047	1472	-220	15712
2	8047	-400	412	22916
1	8057	1596	-240	15724
2	8057	-488	316	22852
1	8067	1660	-236	15724
2	8067	-456	236	23036
1	8077	1640	-216	15688
2	8077	-380	260	23108
1	8087	1672	-256	15684
2	8087	-500	324	23076
1	8097	1656	-156	15812
2	8097	-536	280	23120
1	8107	1596	-224	15772
2	8107	-468	380	22896
1	8117	1600	-232	15664
2	8117	-416	368	23004
1	8127	1572	-252	15848
2	8127	-544	268	22896
1	8137	1600	-312	15636
2	8137	-496	384	23016
1	8147	1560	-332	15736
2	8147	-468	284	22884
1	8157	1640	-344	15712
2	8157	-488	380	23004
1	8167	1668	-236	15680
2	8167	-516	320	23000
1	8177	1732	-252	15748
2	8177	-488	320	22944
1	8187	1664	-264	15680
2	8187	-536	200	23008
1	8197	1660	-196	15724
2	8197	-396	352	23072
1	8207	1572	-256	15496
2	8207	-432	360	22944
1	8217	1760	-272	15808
2	8217	-428	284	22888
1	8227	1660	-256	15756
2	8227	-532	280	22856
1	8237	1632	-256	15656
2	8237	-428	324	22960
1	8247	1660	-256	15680
2	8247	-528	248	23000
1	8257	1644	-292	15720
2	8257	-452	360	22976
1	8267	1664	-240	15584
2	8267	-528	480	22936
1	8278	1548	-204	15804
2	8278	-480	400	22948
1	8287	1508	-244	15696
2	8287	-488	292	22968
1	8297	1672	-264	15720
2	8297	-488	316	23020
1	8307	1660	-308	15800
2	8307	-580	316	23020
1	8317	1684	-280	15764
2	8317	-500	420	23068
1	8327	1588	-268	15640
2	8327	-500	368	23060
1	8337	1712	-240	15560
2	8337	-488	340	22904
1	8347	1636	-356	15672
2	8347	-504	276	23072
1	8357	1704	-352	15600
2	8357	-556	412	22948
1	8367	1520	-304	15748
2	8367	-448	344	22924
1	8377	1628	-168	15704
2	8377	-496	368	22964
1	8387	1664	-348	15560
2	8387	-516	316	23128
1	8397	1684	-348	15524
2	8397	-484	352	22964
1	8407	1620	-296	15632
2	8407	-468	236	23044
1	8417	1640	-232	15832
2	8417	-412	252	22992
1	8427	1724	-148	15708
2	8427	-500	252	22920
1	8437	1644	-192	15664
2	8437	-512	256	22960
1	8448	1564	-300	15704
2	8448	-492	340	23004
1	8457	1584	-280	15640
2	8457	-496	380	23028
1	8467	1572	-248	15620
2	8467	-468	268	23152
1	8477	1576	-212	15688
2	8477	-596	352	22848
1	8487	1688	-296	15596
2	8487	-472	276	22916
1	8497	1624	-248	15672
2	8497	-568	296	23044
1	8507	1704	-236	15644
2	8507	-444	356	23068
1	8517	1664	-232	15656
2	8517	-432	296	22776
1	8527	1652	-232	15656
2	8527	-488	324	23036
1	8537	1716	-192	15744
2	8537	-540	280	22812
1	8547	1660	-196	15536
2	8547	-476	340	23048
1	8557	1676	-248	15744
2	8557	-600	360	22900
1	8567	1588	-384	15832
2	8567	-508	304	22908
1	8577	1592	-288	15636
2	8577	-600	368	23020
1	8587	1644	-280	15816
2	8587	-568	244	22952
1	8597	1656	-212	15672
2	8597	-512	304	22908
1	8607	1652	-268	15696
2	8607	-600	308	22992
1	8617	1588	-236	15724
2	8617	-492	384	23080
1	8627	1704	-312	15812
2	8627	-520	312	23016
1	8637	1584	-212	15660
2	8637	-544	256	22848
1	8647	1660	-216	15696
2	8647	-448	296	22956
1	8657	1644	-300	15760
2	8657	-548	328	22936
1	8667	1628	-276	15564
2	8667	-456	160	23104
1	8677	1624	-228	15700
2	8677	-492	260	22888
1	8687	1584	-296	15692
2	8687	-572	280	22940
1	8697	1636	-364	15784
2	8697	-460	312	23028
1	8707	1608	-260	15804
2	8707	-508	372	22996
1	8717	1656	-244	15784
2	8717	-452	456	22768
1	8727	1556	-272	15556
2	8727	-480	400	22896
1	8737	1604	-260	15744
2	8737	-460	304	23036
1	8747	1616	-232	15692
2	8747	-488	344	23080
1	8757	1636	-328	15572
2	8757	-576	344	22956
1	8767	1700	-312	15612
2	8767	-536	324	23028
1	8777	1568	-292	15788
2	8777	-572	320	23064
1	8787	1680	-240	15644
2	8787	-512	384	22916
1	8797	1712	-260	15772
2	8797	-400	376	23080
1	8807	1556	-312	15688
2	8807	-456	288	22784
1	8817	1564	-300	15744
2	8817	-556	388	22892
1	8827	1572	-200	15644
2	8827	-608	252	22868
1	8837	1688	-264	15816
2	8837	-588	336	23020
1	8847	1644	-276	15664
2	8847	-456	332	22880
1	8857	1592	-324	15736
2	8857	-408	212	22948
1	8867	1548	-276	15780
2	8867	-472	272	23088
1	8877	1600	-176	15724
2	8877	-612	236	22980
1	8887	1664	-220	15728
2	8887	-448	408	23088
1	8897	1564	-208	15704
2	8897	-412	336	22852
1	8907	1556	-236	15804
2	8907	-560	380	22880
1	8918	1588	-248	15544
2	8918	-476	332	23032
1	8927	1516	-164	15636
2	8927	-564	324	22908
1	8937	1636	-236	15612
2	8937	-512	252	22980
1	8947	1608	-252	15724
2	8947	-584	376	22860
1	8957	1644	-292	15780
2	8957	-480	320	22892
1	8967	1672	-268	15732
2	8967	-448	328	22972
1	8977	1660	-276	15744
2	8977	-468	272	23028
1	8987	1648	-212	15704
2	8987	-532	324	23244
1	8997	1632	-252	15584
2	8997	-432	336	23024
1	9007	1652	-208	15808
2	9007	-492	248	22896
1	9017	1716	-284	15832
2	9017	-532	340	22972
1	9027	1664	-212	15724
2	9027	-524	340	22848
1	9037	1652	-196	15648
2	9037	-480	340	22988
1	9047	1648	-280	15584
2	9047	-460	308	22852
1	9057	1596	-340	15764
2	9057	-480	356	23028
1	9067	1740	-172	15708
2	9067	-532	196	22948
1	9077	1616	-356	15616
2	9077	-448	300	22928
1	9088	1604	-272	15652
2	9088	-436	288	22936
1	9097	1572	-356	15548
2	9097	-532	176	22976
1	9107	1736	-332	15748
2	9107	-448	244	22836
1	9117	1620	-228	15740
2	9117	-552	320	23040
1	9127	1668	-228	15788
2	9127	-508	208	22988
1	9137	1720	-236	15696
2	9137	-480	324	23016
1	9147	1576	-272	15668
2	9147	-512	316	22964
1	9157	1588	-320	15668
2	9157	-464	256	22976
1	9167	1668	-204	15812
2	9167	-504	244	22916
1	9177	1620	-256	15568
2	9177	-560	256	22904
1	9187	1640	-280	15596
2	9187	-496	324	22884
1	9197	1600	-212	15796
2	9197	-432	272	22948
1	9207	1596	-292	15628
2	9207	-520	264	23024
1	9217	1660	-268	15616
2	9217	-436	284	23040
1	9227	1700	-260	15672
2	9227	-552	276	23016
1	9237	1532	-292	15832
2	9237	-440	332	22928
1	9247	1636	-280	15724
2	9247	-500	256	22928
1	9257	1632	-340	15728
2	9257	-540	384	22812
1	9267	1676	-212	15680
2	9267	-488	156	22976
1	9277	1568	-204	15756
2	9277	-432	412	22916
1	9287	1616	-264	15656
2	9287	-468	328	22952
1	9297	1628	-260	15716
2	9297	-520	252	23024
1	9307	1612	-344	15832
2	9307	-368	376	22976
1	9317	1636	-276	15516
2	9317	-592	324	22980
1	9327	1592	-252	15708
2	9327	-484	312	23036
1	9337	1696	-292	15864
2	9337	-472	416	22996
1	9347	1624	-324	15792
2	9347	-392	400	23108
1	9357	1564	-228	15608
2	9357	-428	332	23084
1	9367	1684	-248	15624
2	9367	-560	404	22924
1	9377	1644	-384	15640
2	9377	-484	376	22956
1	9387	1600	-268	15804
2	9387	-504	424	23088
1	9397	1648	-208	15780
2	9397	-540	332	22936
1	9407	1624	-236	15656
2	9407	-420	184	23016
1	9417	1608	-248	15772
2	9417	-488	336	22924
1	9427	1696	-308	15696
2	9427	-504	412	23084
1	9437	1604	-260	15728
2	9437	-436	412	22864
1	9447	1620	-280	15752
2	9447	-508	320	22908
1	9457	1656	-316	15684
2	9457	-544	288	22992
1	9467	1604	-280	15688
2	9467	-460	284	22896
1	9477	1628	-324	15744
2	9477	-472	380	22948
1	9487	1680	-308	15836
2	9487	-500	392	23112
1	9497	1628	-192	15720
2	9497	-528	252	22988
1	9507	1652	-192	15668
2	9507	-572	336	23044
1	9517	1588	-296	15668
2	9517	-508	272	23032
1	9527	1744	-184	15648
2	9527	-488	196	22920
1	9537	1660	-148	15648
2	9537	-536	440	22968
1	9547	1592	-272	15816
2	9547	-452	224	23096
1	9558	1544	-260	15676
2	9558	-508	324	23012
1	9567	1600	-288	15616
2	9567	-464	312	22944
1	9577	1676	-268	15804
2	9577	-568	292	23000
1	9587	1644	-224	15932
2	9587	-488	284	23048
1	9597	1612	-300	15800
2	9597	-500	288	22864
1	9607	1500	-312	15780
2	9607	-384	268	22924
1	9617	1576	-220	15672
2	9617	-576	372	22940
1	9627	1708	-228	15752
2	9627	-444	308	23020
1	9637	1568	-180	15664
2	9637	-584	332	22912
1	9647	1652	-280	15708
2	9647	-432	332	22888
1	9657	1732	-252	15716
2	9657	-516	252	23040
1	9667	1604	-280	15664
2	9667	-476	372	22956
1	9677	1596	-244	15820
2	9677	-560	380	22920
1	9687	1572	-220	15620
2	9687	-600	392	23012
1	9697	1640	-264	15684
2	9697	-448	424	22864
1	9707	1704	-216	15496
2	9707	-488	284	23044
1	9717	1600	-256	15772
2	9717	-576	268	22884
1	9728	1648	-228	15668
2	9728	-564	336	23040
1	9737	1632	-208	15868
2	9737	-412	332	22892
1	9747	1636	-200	15660
2	9747	-540	248	23088
1	9757	1628	-204	15688
2	9757	-452	268	22884
1	9767	1548	-212	15684
2	9767	-528	348	22788
1	9777	1628	-344	15776
2	9777	-500	308	22928
1	9787	1556	-372	15568
2	9787	-412	324	22992
1	9797	1664	-228	15616
2	9797	-480	344	22904
1	9807	1672	-324	15760
2	9807	-420	364	22920
1	9817	1736	-252	15636
2	9817	-436	404	22876
1	9827	1676	-192	15712
2	9827	-524	272	22868
1	9837	1692	-296	15812
2	9837	-472	308	23012
1	9847	1688	-256	15696
2	9847	-448	244	22976
1	9857	1628	-304	15636
2	9857	-476	392	23056
1	9867	1648	-208	15676
2	9867	-476	268	22980
1	9877	1608	-192	15732
2	9877	-532	320	23112
1	9887	1600	-208	15604
2	9887	-508	300	23020
1	9897	1516	-276	15816
2	9897	-460	336	22972
1	9907	1644	-276	15660
2	9907	-432	308	22896
1	9917	1656	-252	15796
2	9917	-552	304	22964
1	9927	1536	-236	15740
2	9927	-524	344	22968
1	9937	1592	-356	15556
2	9937	-452	244	23020
1	9947	1664	-352	15576
2	9947	-380	196	22948
1	9957	1660	-316	15652
2	9957	-444	280	23072
1	9967	1680	-348	15680
2	9967	-484	196	23008
1	9977	1604	-240	15816
2	9977	-588	356	22916
1	9987	1700	-320	15744
2	9987	-516	336	22896
1	9997	1644	-192	15740
2	9997	-508	328	22956
1	10007	1656	-300	15712
2	10007	-440	308	23064
1	10017	1640	-268	15696
2	10017	-540	308	22956
1	10027	1560	-316	15728
2	10027	-404	232	22940
1	10037	1536	-276	15728
2	10037	-556	300	23152
1	10047	1720	-236	15708
2	10047	-512	364	23076
1	10057	1568	-276	15720
2	10057	-440	324	22968
1	10067	1564	-208	15840
2	10067	-500	280	22884
1	10077	1680	-248	15720
2	10077	-424	280	22928
1	10087	1624	-252	15640
2	10087	-428	240	23028
1	10097	1652	-224	15732
2	10097	-432	344	23100
1	10107	1672	-208	15668
2	10107	-520	296	22980
1	10117	1580	-384	15772
2	10117	-452	292	22976
1	10127	1656	-308	15616
2	10127	-548	396	22936
1	10137	1616	-240	15708
2	10137	-484	316	22964
1	10147	1600	-276	15644
2	10147	-440	300	22912
1	10157	1688	-228	15560
2	10157	-440	344	23180
1	10167	1720	-304	15640
2	10167	-552	220	23104
1	10177	1680	-260	15740
2	10177	-512	264	23040
1	10187	1656	-172	15804
2	10187	-520	364	22992
1	10198	1680	-256	15736
2	10198	-528	304	23044
1	10207	1708	-320	15884
2	10207	-448	312	23040
1	10217	1616	-216	15644
2	10217	-564	204	23076
1	10227	1580	-228	15820
2	10227	-480	324	23072
1	10237	1724	-248	15536
2	10237	-428	340	22944
1	10247	1556	-308	15644
2	10247	-460	304	23152
1	10257	1612	-200	15688
2	10257	-432	332	23048
1	10267	1572	-312	15708
2	10267	-428	344	22948
1	10277	1620	-264	15620
2	10277	-556	312	22836
1	10287	1688	-196	15604
2	10287	-448	320	23024
1	10297	1576	-188	15784
2	10297	-484	336	22888
1	10307	1680	-324	15724
2	10307	-464	392	23100
1	10317	1636	-248	15844
2	10317	-624	260	23004
1	10327	1712	-328	15760
2	10327	-448	284	22852
1	10337	1608	-372	15592
2	10337	-348	228	23064
1	10347	1504	-256	15608
2	10347	-624	272	22956
1	10357	1732	-280	15836
2	10357	-512	304	22832
1	10368	1696	-296	15716
2	10368	-456	252	22976
1	10377	1588	-272	15664
2	10377	-520	288	22992
1	10387	1680	-220	15568
2	10387	-508	312	22948
1	10397	1624	-280	15560
